,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,34573824,30462912.0,30462912.0,34573824.0,1869006.0,1826954.0,3089485.0,4051918.0,4160048.0,7019503.0,0.0,2190800.0,3435796.0,10385565.0,10271535.0,10341300.0,0.0,34573824.0,34573824.0,34573824.0
unique,326,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,210816,,,,,,,,,,,,,,,,,,,
mean,,30.540903091430664,-97.41065216064453,1025654250.0,511.3198547363281,66.34300231933594,5.8983612060546875,10.387382507324219,16.073020935058594,26.39059066772461,,0.49692651629447937,0.25878021121025085,67.52720642089844,162.43612670898438,7.098651885986328,,11.5,15.680327868852459,6.5109289617486334
std,,1.8166697025299072,3.0647881031036377,9128600.707816605,729.86474609375,30.698087692260742,23.491451263427734,10.474308013916016,30.520383834838867,18.66880226135254,,5.889108180999756,0.38855817914009094,15.658276557922363,96.71334075927734,4.37443733215332,,6.922186652539064,8.817766340422963,3.4551997761722726
min,,25.89251708984375,-106.54730224609375,1009843200.0,-4442.171875,0.009999999776482582,-100.62610626220703,-151.71922302246094,-659.8902587890625,-174.55918884277344,,-59.97943878173828,-0.11010000109672546,-23.899999618530273,0.0,0.0,,0.0,1.0,1.0
25%,,29.54888916015625,-97.93222045898438,1017748725.0,229.29351806640625,42.38999938964844,-0.4885599911212921,3.08489990234375,2.4831199645996094,12.550439834594727,,-1.244089961051941,0.00019999999494757503,55.900001525878906,93.4000015258789,3.799999952316284,,5.75,8.0,4.0
50%,,29.961124420166016,-97.0707015991211,1025654250.0,342.1808166503906,68.04000091552734,0.0688449963927269,7.002985000610352,7.14415979385376,24.17137908935547,,-0.3492499887943268,0.006099999882280827,70.30000305175781,154.6999969482422,6.400000095367432,,11.5,16.0,7.0
75%,,31.89391326904297,-95.25360107421875,1033559775.0,534.1827392578125,90.48999786376953,2.1332099437713623,14.336620330810547,17.097230911254883,37.32896041870117,,0.595770001411438,0.43369999527931213,79.5999984741211,211.60000610351562,9.5,,17.25,23.0,10.0
max,,35.382747650146484,-93.741943359375,1041465300.0,37539.1484375,220.80178833007812,805.5713500976562,355.1080627441406,872.3878173828125,226.40322875976562,,653.9329833984375,1.919600009918213,126.4000015258789,360.0,60.0,,23.0,31.0,12.0
