,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,30123360,26741088.0,26741088.0,30123360.0,2899478.0,5611534.0,4894318.0,4791534.0,4892197.0,10202315.0,4998195.0,3309636.0,5896860.0,15187634.0,16747926.0,16798090.0,0.0,30123360.0,30123360.0,30123360.0
unique,283,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,211392,,,,,,,,,,,,,,,,,,,
mean,,30.46657943725586,-97.41584014892578,1214999850.0,274.4429016113281,59.36811828613281,3.346186637878418,8.14207649230957,11.870569229125977,27.27016258239746,10.147588729858398,0.78984534740448,0.270269513130188,67.38198852539062,164.6309356689453,7.438352108001709,,11.5,15.716621253405995,6.498637602179836
std,,1.8234635591506958,3.0631587505340576,9153542.259364882,6089.87890625,31.056724548339844,14.548964500427246,8.993682861328125,21.96755599975586,18.175861358642578,8.149245262145996,6.03291654586792,0.39884674549102783,15.4474515914917,92.9087905883789,4.985569953918457,,6.92218666732905,8.83307654843062,3.458492475497156
min,,25.89251708984375,-106.54730224609375,1199145600.0,-2045940.0,-429.75,-102.00723266601562,-99.49725341796875,-106.17018127441406,-1520.23291015625,-4.929299831390381,-513.2867431640625,-0.5701000094413757,-966.7999877929688,0.0,-30.0,,0.0,1.0,1.0
25%,,29.54888916015625,-97.93222045898438,1207072725.0,104.97817993164062,40.5,0.016839999705553055,2.3630199432373047,2.5689098834991455,15.618020057678223,5.351200103759766,-0.24657000601291656,0.0003000000142492354,57.5,104.0,3.799999952316284,,5.75,8.0,3.0
50%,,29.920833587646484,-97.11750030517578,1214999850.0,198.48167419433594,62.52000045776367,0.35940998792648315,5.088819980621338,5.6598801612854,26.350000381469727,8.704000473022461,0.0849900022149086,0.008100000210106373,69.69999694824219,157.60000610351562,6.5,,11.5,16.0,7.0
75%,,31.83657455444336,-95.25669860839844,1222926975.0,338.53863525390625,79.43000030517578,1.3713200092315674,10.571969985961914,12.413290023803711,38.41357421875,13.103899955749512,0.7537999749183655,0.46389999985694885,78.5,212.39999389648438,10.0,,17.25,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1230854100.0,39831.44921875,1983.199951171875,752.90625,471.6324768066406,811.1222534179688,322.2608642578125,999.9550170898438,513.3797607421875,1.936900019645691,2272.0,360.0,55.900001525878906,,23.0,31.0,12.0
