,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,8643270,8643270.0,8643270.0,8643270.0,65351.0,1549836.0,43095.0,2727483.0,2661396.0,4723001.0,2191947.0,1439143.0,2228067.0,7224260.0,7590991.0,7548002.0,43796.0,8643270.0,8643270.0,8643270.0
unique,205,,,,,,,,,,,,,,,,,,,
top,48_439_1018,,,,,,,,,,,,,,,,,,,
freq,43800,,,,,,,,,,,,,,,,,,,
mean,,30.446250915527344,-97.16854858398438,1435852597.6055937,169.6488037109375,66.59691619873047,1.7838561534881592,6.613358020782471,8.936667442321777,27.911134719848633,8.995244026184082,0.2616845965385437,0.10719100385904312,70.56449127197266,155.63990783691406,6.579529285430908,60.22835922241211,8.699011832327349,15.718167545385022,6.535887922048021
std,,1.8950821161270142,2.6789557933807373,8955264.98932944,68.77118682861328,23.92896270751953,6.3734612464904785,8.479223251342773,17.799406051635742,18.6701602935791,7.336028575897217,1.9002379179000854,0.30838629603385925,16.172521591186523,88.1866455078125,4.025430202484131,13.350693702697754,8.877159039280441,8.80031504341035,3.39241338145202
min,,25.89251708984375,-106.54730224609375,1420070400.0,-47.560001373291016,-204.72999572753906,-2.3488800525665283,-303.96600341796875,-961.8610229492188,-1000.0,-15.0,-85.00509643554688,-14.257100105285645,-408.20001220703125,0.0,0.0,16.399999618530273,0.0,1.0,1.0
25%,,29.520442962646484,-97.73028564453125,1428213300.0,122.57749938964844,52.20000076293945,0.048239998519420624,1.556820034980774,1.7270900011062622,17.23270034790039,4.619999885559082,-0.1285499930381775,0.0,60.70000076293945,102.69000244140625,3.680000066757202,51.599998474121094,2.0,8.0,4.0
50%,,29.867755889892578,-97.10832977294922,1435886700.0,154.48199462890625,71.72000122070312,0.4357599914073944,3.75,4.113019943237305,26.599000930786133,7.595600128173828,0.1350100040435791,0.0003000000142492354,73.38999938964844,149.10000610351562,5.940000057220459,64.69999694824219,4.0,16.0,7.0
75%,,32.34400939941406,-95.28409576416016,1443500400.0,198.8699951171875,84.30999755859375,1.1021699905395508,8.393310546875,9.392692565917969,37.714599609375,11.731149673461914,0.4535500109195709,0.07800000160932541,81.69999694824219,190.0,8.800000190734863,71.30000305175781,21.0,23.0,9.0
max,,35.382747650146484,-93.76134490966797,1451606100.0,1000.0,499.739990234375,104.09100341796875,484.0320129394531,761.3410034179688,298.83099365234375,998.8800048828125,384.7349853515625,32.593299865722656,470.42999267578125,360.0,349.6199951171875,78.5999984741211,23.0,31.0,12.0
