,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,28776384,26035776.0,26035776.0,28776384.0,2689139.0,6243781.0,5135735.0,5736780.0,5847098.0,11654656.0,5182455.0,3496642.0,5977004.0,17918694.0,18191195.0,18210941.0,0.0,28776384.0,28776384.0,28776384.0
unique,271,,,,,,,,,,,,,,,,,,,
top,48_245_0628,,,,,,,,,,,,,,,,,,,
freq,210816,,,,,,,,,,,,,,,,,,,
mean,,30.4730224609375,-97.41259765625,1278115050.0,237.49298095703125,-2544.619140625,2.851109743118286,7.15622615814209,9.975313186645508,26.84522247314453,9.129669189453125,0.8554031252861023,0.2744080126285553,68.56839752197266,169.7500762939453,7.0312347412109375,,11.5,15.680327868852459,6.5109289617486334
std,,1.8179476261138916,3.032078742980957,9128600.734413182,371.0927429199219,50998.203125,13.387266159057617,8.254383087158203,19.084028244018555,18.36467742919922,7.048537731170654,7.686997890472412,0.4044857919216156,21.09534454345703,93.44176483154297,4.580023288726807,,6.922186672707208,8.817766366113988,3.455199786239169
min,,25.89251708984375,-106.54730224609375,1262304000.0,-3122.4609375,-1000000.0,-177.59352111816406,-31.97199058532715,-49.67087936401367,-1382.7177734375,-4.70989990234375,-26.790929794311523,-0.12182000279426575,-1228.0999755859375,0.0,0.0,,0.0,1.0,1.0
25%,,29.54624366760254,-97.93222045898438,1270209525.0,94.21662139892578,46.11000061035156,0.0,2.1220200061798096,2.384040117263794,15.387109756469727,4.80679988861084,-0.17778000235557556,0.00019999999494757503,56.900001525878906,109.19999694824219,3.6684999465942383,,5.75,8.0,4.0
50%,,29.901037216186523,-97.1300048828125,1278115050.0,181.04498291015625,66.12999725341797,0.33316001296043396,4.374420166015625,4.801300048828125,26.305910110473633,7.942399978637695,0.20976999402046204,0.008299999870359898,71.4000015258789,160.28799438476562,6.199999809265137,,11.5,16.0,7.0
75%,,31.862470626831055,-95.2572250366211,1286020575.0,296.357177734375,81.30999755859375,1.1800525188446045,9.033599853515625,10.290949821472168,37.63874053955078,12.015000343322754,0.8507199883460999,0.47380000352859497,81.0999984741211,222.8000030517578,9.5,,17.25,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1293926100.0,41364.6953125,1851.489990234375,729.320068359375,393.02642822265625,795.704345703125,306.8666687011719,1004.9500122070312,1530.0421142578125,1.934499979019165,2700.800048828125,360.0,56.0,,23.0,31.0,12.0
