,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,20030510,20030510.0,20030510.0,20030510.0,157676.0,3178540.0,98708.0,6039576.0,5852371.0,11271220.0,4499980.0,3109569.0,5358336.0,16693295.0,17501847.0,17396365.0,105385.0,20030510.0,20030510.0,20030510.0
unique,202,,,,,,,,,,,,,,,,,,,
top,48_245_0102,,,,,,,,,,,,,,,,,,,
freq,105408,,,,,,,,,,,,,,,,,,,
mean,,29.564455032348633,-107.21063232421875,1467327176.378165,169.21974182128906,67.21961975097656,2.369296073913574,6.299389362335205,9.072810173034668,23.220048904418945,8.110262870788574,0.37718868255615234,0.2674614489078522,64.32222747802734,155.45660400390625,6.426669597625732,60.445316314697266,11.489698564839337,15.74011829953406,6.480132857326149
std,,2.088620185852051,10.42126750946045,9032317.516735326,73.00666809082031,25.505149841308594,10.124478340148926,7.586336612701416,17.171287536621094,56.81788635253906,8.425689697265625,2.9813008308410645,0.45401766896247864,25.52671241760254,92.94380187988281,4.057607173919678,14.226252555847168,6.921937623975077,8.80839123103988,3.415814038479887
min,,25.89251708984375,-106.54730224609375,1451606400.0,-71.7030029296875,-204.77000427246094,-2.0664899349212646,-86.4000015258789,-75.77999877929688,-1000.0,-16.399999618530273,-904.4760131835938,-11.07390022277832,-1000.0,0.0,0.0,9.289999961853027,0.0,1.0,1.0
25%,,29.587739944458008,-97.76025390625,1459585800.0,125.16100311279297,51.81999969482422,0.1410900056362152,1.5904300212860107,1.7899999618530273,15.811599731445312,4.165299892425537,-0.05081000179052353,0.0,60.5,95.76000213623047,3.4700000286102295,52.439998626708984,5.0,8.0,4.0
50%,,29.901037216186523,-97.08858489990234,1467277200.0,154.60499572753906,71.12649536132812,0.48798999190330505,3.6458001136779785,4.145289897918701,25.312299728393555,6.893099784851074,0.1992499977350235,0.005210000090301037,71.94000244140625,153.6999969482422,5.78000020980835,65.47000122070312,11.0,16.0,6.0
75%,,32.37868118286133,-95.28409576416016,1475098800.0,192.79100036621094,85.55999755859375,1.334570050239563,8.193412780761719,9.696479797363281,36.10219955444336,10.460000038146973,0.5031499862670898,0.4480000138282776,80.5,203.5,8.75,71.4000015258789,17.0,23.0,9.0
max,,35.382747650146484,-93.76134490966797,1483228500.0,1000.0,293.17999267578125,515.4769897460938,576.5020141601562,1000.0,298.71099853515625,999.5180053710938,495.3739929199219,38.895999908447266,1000.0,360.0,274.4200134277344,79.2699966430664,23.0,31.0,12.0
