,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,32992704,28987200.0,28987200.0,32992704.0,2532791.0,6375372.0,4923188.0,5751571.0,5900252.0,11562853.0,9151.0,3346807.0,5409714.0,16988788.0,16961403.0,16934326.0,0.0,32992704.0,32992704.0,32992704.0
unique,311,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,210816,,,,,,,,,,,,,,,,,,,
mean,,30.52155876159668,-97.34693145751953,1151884650.0,389.7593688964844,58.667572021484375,2.9447250366210938,7.284874439239502,12.578450202941895,28.267656326293945,11.942193984985352,1.173543930053711,0.27414923906326294,69.76510620117188,165.51458740234375,7.1112961769104,,11.5,15.680327868852459,6.5109289617486334
std,,1.8213424682617188,3.0185203552246094,9128600.714143239,537.0355834960938,26.75899887084961,26.58863067626953,26.644168853759766,25.498966217041016,23.375568389892578,43.2669677734375,5.961978435516357,0.4020131528377533,15.242298126220703,91.9685287475586,4.65161657333374,,6.92218665733654,8.81776634653419,3.45519977856692
min,,25.89251708984375,-106.54730224609375,1136073600.0,-6189.521484375,-429.70001220703125,-428.79437255859375,-477.6007995605469,-138.26324462890625,-1534.5,-1.1898000240325928,-389.46209716796875,-0.6568999886512756,-871.4000244140625,0.0,-30.0,,0.0,1.0,1.0
25%,,29.54624366760254,-97.90592956542969,1143979125.0,168.35353088378906,39.29999923706055,0.05079999938607216,2.5413899421691895,2.774600028991699,15.800589561462402,2.518199920654297,-0.13574999570846558,0.0003000000142492354,60.400001525878906,104.5,3.700000047683716,,5.75,8.0,4.0
50%,,29.947547912597656,-97.063720703125,1151884650.0,281.4775085449219,61.09000015258789,0.43105998635292053,5.409989833831787,6.025479793548584,27.160629272460938,4.583499908447266,0.18105000257492065,0.00860000029206276,72.0999984741211,160.0,6.300000190734863,,11.5,16.0,7.0
75%,,31.89391326904297,-95.25360107421875,1159790175.0,438.95941162109375,79.19999694824219,1.5316499471664429,11.410520553588867,13.290824890136719,39.7064208984375,8.236249923706055,1.0353800058364868,0.47760000824928284,80.5999984741211,212.60000610351562,9.600000381469727,,17.25,23.0,10.0
max,,35.382747650146484,-93.741943359375,1167695700.0,49117.8203125,2123.18603515625,676.934814453125,371.0345764160156,844.8588256835938,423.5083312988281,1000.0,646.2310791015625,2.0190000534057617,228.39999389648438,360.0,60.0,,23.0,31.0,12.0
