,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,14445288,13246272.0,13246272.0,14445288.0,1714682.0,3289978.0,3058137.0,2962590.0,3037753.0,6413167.0,2856515.0,2336300.0,2931244.0,10249155.0,10431183.0,10462632.0,0.0,14445288.0,14445288.0,14445288.0
unique,251,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,114192,,,,,,,,,,,,,,,,,,,
mean,,30.50322723388672,-97.391357421875,1372814850.0,211.7327880859375,64.3077392578125,3.4146511554718018,6.509183406829834,9.83531665802002,24.137727737426758,8.725703239440918,0.9015544056892395,0.3494974672794342,66.28697967529297,164.38954162597656,6.945735931396484,,13.0,15.680327868852459,6.5109289617486334
std,,1.8262323141098022,3.0185630321502686,9128576.815759744,272.3836669921875,26.401456832885742,13.037422180175781,9.925747871398926,22.760944366455078,17.46918487548828,7.484752655029297,5.1608076095581055,0.4514383375644684,16.57161521911621,98.52124786376953,4.521078109741211,,3.741657516285294,8.817766518114677,3.4551998457999162
min,,25.89251708984375,-106.54730224609375,1357023600.0,-27857.947265625,-255.77000427246094,-761.787841796875,-345.6642150878906,-373.08709716796875,-1024.0,-4.980000019073486,-310.8093566894531,-0.09200000017881393,-179.5,0.0,0.0,,7.0,1.0,1.0
25%,,29.567136764526367,-97.91165924072266,1364909325.0,101.2635269165039,48.72010040283203,0.1137399971485138,1.9258899688720703,2.190850019454956,13.320050239562988,4.411399841308594,-0.11744000017642975,0.0003000000142492354,54.560001373291016,91.0999984741211,3.5999999046325684,,10.0,8.0,4.0
50%,,29.910934448242188,-97.1129150390625,1372814850.0,167.3280029296875,69.1500015258789,0.5422599911689758,4.0376200675964355,4.728829860687256,23.15666961669922,7.44980001449585,0.20005500316619873,0.08229999989271164,69.30000305175781,159.39999389648438,6.130000114440918,,13.0,16.0,7.0
75%,,31.87616729736328,-95.25749969482422,1380720375.0,255.776611328125,84.05999755859375,1.8388099670410156,8.349072456359863,10.301589965820312,34.400001525878906,11.40060043334961,0.7422199845314026,0.6657999753952026,78.5999984741211,218.60000610351562,9.37600040435791,,16.0,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1388606100.0,40179.1953125,1771.27001953125,622.4132690429688,1265.738037109375,2524.916259765625,455.9583435058594,998.947998046875,457.4130859375,1.9350999593734741,290.1600036621094,360.0,55.900001525878906,,19.0,31.0,12.0
