,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,11023345,11023345.0,11023345.0,11023345.0,81645.0,1963677.0,52415.0,3175703.0,3179225.0,6361443.0,2894565.0,1988292.0,2914004.0,9254762.0,9734094.0,9698937.0,55312.0,11023345.0,11023345.0,11023345.0
unique,205,,,,,,,,,,,,,,,,,,,
top,48_337_1507,,,,,,,,,,,,,,,,,,,
freq,56940,,,,,,,,,,,,,,,,,,,
mean,,30.46143341064453,-97.1986312866211,1404449549.6614594,158.07540893554688,69.04447174072266,4.79100227355957,6.372011661529541,9.799528121948242,23.793779373168945,8.787555694580078,0.3331192135810852,0.37682339549064636,65.96997833251953,165.3724365234375,6.912865161895752,57.61708450317383,12.99894160982896,15.729816493995244,6.580075829977198
std,,1.9189189672470093,2.7282040119171143,8966834.461147353,74.3280258178711,21.788963317871094,16.426860809326172,7.285849094390869,17.691612243652344,15.406617164611816,8.319564819335938,1.933504343032837,1.1729322671890259,16.72390365600586,95.87187194824219,4.438040733337402,15.352689743041992,3.741662849801387,8.801044776836306,3.396818794380298
min,,25.89251708984375,-106.54730224609375,1388559600.0,-1000.0,-137.39999389648438,-1.4251500368118286,-328.2149963378906,-1000.0,-693.9849853515625,-15.0,-171.6999969482422,-2.710700035095215,-99.19999694824219,0.0,0.0,4.300000190734863,7.0,1.0,1.0
25%,,29.520442962646484,-97.73028564453125,1396865400.0,116.63600158691406,55.400001525878906,0.4065600037574768,1.909500002861023,2.2294199466705322,13.324600219726562,4.427299976348877,-0.1406099945306778,0.00019999999494757503,55.09000015258789,96.9000015258789,3.700000047683716,47.400001525878906,10.0,8.0,4.0
50%,,29.893848419189453,-97.10832977294922,1404547200.0,146.3489990234375,73.87000274658203,1.21628999710083,3.9778499603271484,4.661180019378662,22.5,7.480000019073486,0.1373099982738495,0.08330000191926956,68.9000015258789,163.89999389648438,6.170000076293945,62.20000076293945,13.0,16.0,7.0
75%,,32.35359573364258,-95.26721954345703,1412148900.0,180.97900390625,86.1520004272461,3.330660104751587,8.261604309082031,10.275300025939941,33.02799987792969,11.5,0.4850899875164032,0.6402999758720398,78.30000305175781,213.39999389648438,9.399999618530273,70.4000015258789,16.0,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1420055700.0,1000.0,137.80999755859375,521.5980224609375,571.4320068359375,619.2880249023438,297.24200439453125,998.6270141601562,452.3290100097656,53.32099914550781,999.9000244140625,360.0,1000.0,78.0999984741211,19.0,31.0,12.0
