,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,15000024,13740480.0,13740480.0,15000024.0,1675318.0,3666398.0,3039657.0,2980034.0,3049950.0,6506957.0,2691154.0,2353881.0,3099515.0,9991607.0,10189080.0,10185871.0,0.0,15000024.0,15000024.0,15000024.0
unique,260,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,114504,,,,,,,,,,,,,,,,,,,
mean,,30.4617862701416,-97.38749694824219,1341235650.0,214.2021942138672,71.48233795166016,3.570800542831421,6.672560691833496,9.907569885253906,24.919919967651367,9.153923988342285,0.6741227507591248,0.3583214282989502,68.83749389648438,168.42282104492188,6.706974506378174,,13.0,15.716621253405995,6.498637602179836
std,,1.8311010599136353,3.0416719913482666,9153518.402138295,371.8072509765625,461.7264099121094,12.68533706665039,7.506521701812744,17.66478157043457,20.286869049072266,10.054965019226074,4.167198657989502,0.45223936438560486,19.905675888061523,94.59168243408203,4.440493106842041,,3.741657511495661,8.833076696250998,3.4584925333745664
min,,25.89251708984375,-106.54730224609375,1325401200.0,-95498.5078125,-499979.375,-294.4912414550781,-193.5784454345703,-27.091419219970703,-1382.6175537109375,-4.8780999183654785,-480.0922546386719,-0.03460000082850456,-3011.10009765625,0.0,0.0,,7.0,1.0,1.0
25%,,29.54203224182129,-97.91165924072266,1333298625.0,92.22248077392578,48.838401794433594,0.0987899973988533,1.9917900562286377,2.2060599327087402,13.84412956237793,5.033599853515625,-0.11448000371456146,0.0003000000142492354,59.70000076293945,104.0999984741211,3.5,,10.0,8.0,3.0
50%,,29.89568328857422,-97.10208129882812,1341235650.0,161.9074249267578,69.08999633789062,0.5071099996566772,4.125349998474121,4.7046051025390625,23.809160232543945,8.13700008392334,0.23000000417232513,0.09290000051259995,71.4000015258789,165.89999389648438,5.900000095367432,,13.0,16.0,7.0
75%,,31.843048095703125,-95.25709533691406,1349172675.0,263.03106689453125,84.4000015258789,1.7514499425888062,8.606637954711914,10.281455039978027,34.79999923706055,11.966500282287598,0.8270699977874756,0.6904000043869019,79.4000015258789,222.8000030517578,9.0,,16.0,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1357070100.0,41887.66796875,1983.199951171875,597.6566162109375,213.8492431640625,601.6021118164062,299.1124267578125,2499.969970703125,565.9235229492188,1.9364999532699585,2700.800048828125,360.0,55.75680160522461,,19.0,31.0,12.0
