,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,31200768,27511488.0,27511488.0,31200768.0,2774472.0,5727952.0,4943790.0,5570233.0,5680757.0,10878687.0,4766406.0,3212081.0,5710079.0,16625515.0,16786390.0,16754098.0,0.0,31200768.0,31200768.0,31200768.0
unique,294,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,210816,,,,,,,,,,,,,,,,,,,
mean,,30.469802856445312,-97.41294860839844,1183420650.0,296.4468994140625,64.06398010253906,3.9174094200134277,9.925010681152344,14.14067268371582,25.480792999267578,10.474350929260254,0.9103543162345886,0.2521323263645172,68.36427307128906,159.8390655517578,6.667724132537842,,11.5,15.680327868852459,6.5109289617486334
std,,1.8224594593048096,3.063136100769043,9128600.722088577,11061.4658203125,29.21654510498047,15.961492538452148,119.39216613769531,181.76019287109375,19.17459487915039,9.782112121582031,5.366572856903076,0.37995028495788574,15.320512771606445,93.33758544921875,4.446264266967773,,6.922186663361478,8.817766354209006,3.4551997815742648
min,,25.89251708984375,-106.54730224609375,1167609600.0,-2045760.0,-429.69000244140625,-131.06504821777344,-166.261474609375,-129.49427795410156,-1521.61376953125,-474.87701416015625,-171.46408081054688,-13.100000381469727,-871.2999877929688,0.0,-30.0,,0.0,1.0,1.0
25%,,29.529399871826172,-97.93222045898438,1175515125.0,134.38792419433594,48.5099983215332,0.0822800025343895,2.604559898376465,2.877229928970337,12.827465057373047,5.44189977645874,-0.21664999425411224,0.0003000000142492354,58.79999923706055,97.10747528076172,3.4000000953674316,,5.75,8.0,4.0
50%,,29.901037216186523,-97.09583282470703,1183420650.0,260.3655700683594,69.2030029296875,0.4832800030708313,5.604139804840088,6.304759979248047,24.116249084472656,8.993200302124023,0.1382399946451187,0.00839999970048666,71.80000305175781,149.5,5.800000190734863,,11.5,16.0,7.0
75%,,31.862470626831055,-95.25499725341797,1191326175.0,418.4897155761719,83.41000366210938,1.6733474731445312,11.550849914550781,13.775130271911621,36.61135482788086,13.742199897766113,0.9962499737739563,0.4162999987602234,79.5,207.1999969482422,9.0,,17.25,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1199231700.0,53269.9765625,2287.280029296875,734.146728515625,52765.875,97400.3515625,269.4583435058594,4998.3798828125,525.890380859375,5.985000133514404,229.0,360.0,60.0,,23.0,31.0,12.0
