,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,27692352,25367040.0,25367040.0,27692352.0,3154387.0,6769663.0,5760390.0,5661790.0,5793457.0,11802862.0,4977077.0,4250437.0,5722596.0,18451572.0,18830856.0,18826260.0,0.0,27692352.0,27692352.0,27692352.0
unique,260,,,,,,,,,,,,,,,,,,,
top,48_245_0628,,,,,,,,,,,,,,,,,,,
freq,211392,,,,,,,,,,,,,,,,,,,
mean,,30.461977005004883,-97.38734436035156,1341230250.0,226.76390075683594,67.97636413574219,2.8590593338012695,6.596176624298096,9.118741035461426,27.732318878173828,9.435356140136719,0.724526047706604,0.27535030245780945,70.63776397705078,165.4332733154297,6.937473297119141,,11.5,15.716621253405995,6.498637602179836
std,,1.8311010599136353,3.0416719913482666,9153542.272702593,414.4400634765625,439.2728576660156,12.18066120147705,7.773386478424072,17.214738845825195,20.791852951049805,9.770203590393066,5.779940605163574,0.40585410594940186,19.810197830200195,90.30530548095703,4.479944705963135,,6.922186677415456,8.833076561301409,3.4584924805365764
min,,25.89251708984375,-106.54730224609375,1325376000.0,-95498.5078125,-499979.375,-294.4912414550781,-193.5784454345703,-27.091419219970703,-1382.6175537109375,-4.963099956512451,-480.0922546386719,-0.05180000141263008,-3145.800048828125,0.0,0.0,,0.0,1.0,1.0
25%,,29.54203224182129,-97.91165924072266,1333303125.0,93.99858856201172,43.810001373291016,0.03392000123858452,1.8895599842071533,2.0388801097869873,16.426271438598633,5.24429988861084,-0.10042999684810638,0.00019999999494757503,61.79999923706055,110.0999984741211,3.700000047683716,,5.75,8.0,3.0
50%,,29.89568328857422,-97.10208129882812,1341230250.0,164.51300048828125,65.25309753417969,0.3505200147628784,3.9661099910736084,4.381239891052246,26.684459686279297,8.310700416564941,0.23221999406814575,0.006899999920278788,72.9000015258789,160.1999969482422,6.170000076293945,,11.5,16.0,7.0
75%,,31.843048095703125,-95.25709533691406,1349157375.0,263.0762634277344,81.49800109863281,1.1930400133132935,8.333649635314941,9.489009857177734,38.373687744140625,12.115799903869629,0.8100000023841858,0.4740000069141388,81.0,209.39999389648438,9.300000190734863,,17.25,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1357084500.0,41887.66796875,1983.199951171875,597.6566162109375,213.8492431640625,683.5687866210938,299.6213684082031,2499.969970703125,565.9235229492188,1.9364999532699585,2846.89990234375,360.0,55.860801696777344,,23.0,31.0,12.0
