,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,16316820,14484756.0,14484756.0,16316820.0,1536735.0,3061404.0,2579142.0,2522201.0,2575541.0,5626483.0,2702361.0,1834970.0,3192932.0,8243046.0,9089774.0,9115824.0,0.0,16316820.0,16316820.0,16316820.0
unique,283,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,114504,,,,,,,,,,,,,,,,,,,
mean,,30.466501235961914,-97.41593170166016,1215005250.0,245.25811767578125,63.332603454589844,4.240240573883057,8.128172874450684,12.81134033203125,24.578433990478516,9.84713363647461,0.8118672370910645,0.3505439758300781,65.46990966796875,167.4420623779297,7.178966045379639,,13.0,15.716621253405995,6.498637602179836
std,,1.8234636783599854,3.0631589889526367,9153518.37751483,7600.1748046875,31.597047805786133,15.616350173950195,8.655251502990723,22.879459381103516,17.563966751098633,7.8920207023620605,5.884470462799072,0.44420725107192993,15.70583724975586,96.2037353515625,4.921775817871094,,3.741657501430399,8.83307667248954,3.4584925240710334
min,,25.89251708984375,-106.54730224609375,1199170800.0,-2045450.0,-429.75,-60.05466842651367,-49.38591003417969,-40.89496994018555,-1520.23291015625,-4.724299907684326,-513.2867431640625,-0.5701000094413757,-966.7999877929688,0.0,-30.0,,7.0,1.0,1.0
25%,,29.54888916015625,-97.93222045898438,1207068225.0,102.74659729003906,46.4900016784668,0.08059000223875046,2.452349901199341,2.729919910430908,13.199999809265137,5.142399787902832,-0.2566800117492676,0.00039999998989515007,54.900001525878906,99.0999984741211,3.5999999046325684,,10.0,8.0,3.0
50%,,29.920833587646484,-97.11750030517578,1215005250.0,197.02101135253906,67.14720153808594,0.5287700295448303,5.188169956207275,5.98498010635376,23.594619750976562,8.520099639892578,0.0825899988412857,0.09139999747276306,68.0,163.1999969482422,6.199999809265137,,13.0,16.0,7.0
75%,,31.83657455444336,-95.25669860839844,1222942275.0,337.27752685546875,82.2699966430664,2.0752837657928467,10.720259666442871,13.311590194702148,34.99430847167969,12.884200096130371,0.7778275012969971,0.6739000082015991,77.0,225.10000610351562,9.699999809265137,,16.0,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1230839700.0,39831.44921875,1983.199951171875,650.7505493164062,354.1580810546875,653.5574951171875,322.2608642578125,999.9550170898438,513.3797607421875,1.936900019645691,2272.0,360.0,55.79999923706055,,19.0,31.0,12.0
