,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,16900416,14902056.0,14902056.0,16900416.0,1469056.0,3111193.0,2604142.0,2931411.0,2990482.0,6003860.0,2577906.0,1781124.0,3092384.0,9010617.0,9096680.0,9077483.0,0.0,16900416.0,16900416.0,16900416.0
unique,294,,,,,,,,,,,,,,,,,,,
top,48_201_0671,,,,,,,,,,,,,,,,,,,
freq,114192,,,,,,,,,,,,,,,,,,,
mean,,30.469743728637695,-97.41309356689453,1183426050.0,276.8822021484375,67.57341003417969,4.879191875457764,8.692026138305664,13.982150077819824,22.92943572998047,10.252883911132812,0.9514539241790771,0.3294137418270111,66.7515869140625,162.5448760986328,6.464303970336914,,13.0,15.680327868852459,6.5109289617486334
std,,1.8224594593048096,3.063136100769043,9128576.76985859,10677.3251953125,29.71272850036621,17.078767776489258,12.767230033874512,34.08692169189453,18.450641632080078,10.59249496459961,5.530243396759033,0.4252854287624359,15.554951667785645,97.49083709716797,4.391051769256592,,3.741657497471144,8.817766473776372,3.4551998284261605
min,,25.89251708984375,-106.54730224609375,1167634800.0,-2045760.0,-266.30999755859375,-131.06504821777344,-166.261474609375,-129.49427795410156,-1521.5665283203125,-474.87701416015625,-171.4137420654297,-13.100000381469727,-871.2999877929688,0.0,-30.0,,7.0,1.0,1.0
25%,,29.529399871826172,-97.93222045898438,1175520525.0,128.7884521484375,53.40999984741211,0.15982000529766083,2.7096199989318848,3.0679900646209717,10.450972557067871,5.2444000244140625,-0.2320300042629242,0.0005000000237487257,56.29999923706055,90.30000305175781,3.299999952316284,,10.0,8.0,4.0
50%,,29.901037216186523,-97.09583282470703,1183426050.0,258.1236572265625,73.06719970703125,0.683169960975647,5.776569843292236,6.7532501220703125,21.316505432128906,8.827400207519531,0.14103999733924866,0.08100000023841858,70.4000015258789,154.3000030517578,5.599999904632568,,13.0,16.0,7.0
75%,,31.862470626831055,-95.25499725341797,1191331575.0,413.2809753417969,85.62999725341797,2.505403757095337,11.751709938049316,14.919360160827637,33.32666015625,13.56820011138916,1.0325599908828735,0.616100013256073,78.19999694824219,220.10000610351562,8.699999809265137,,16.0,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1199217300.0,53269.9765625,2287.280029296875,734.146728515625,8663.8564453125,29795.5703125,269.4583435058594,4998.3798828125,525.890380859375,1.9972000122070312,204.39999389648438,360.0,60.0,,19.0,31.0,12.0
