,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,28249344,25508736.0,25508736.0,28249344.0,2717496.0,6144710.0,5684468.0,5648363.0,5805456.0,11934209.0,4507510.0,4134960.0,5330418.0,18525535.0,18130937.0,18932258.0,0.0,28249344.0,28249344.0,28249344.0
unique,266,,,,,,,,,,,,,,,,,,,
top,48_245_0628,,,,,,,,,,,,,,,,,,,
freq,210816,,,,,,,,,,,,,,,,,,,
mean,,30.460458755493164,-97.41716003417969,1309651050.0,241.74032592773438,-26.1406192779541,2.737455368041992,6.793360710144043,9.406050682067871,29.241329193115234,9.534311294555664,1.162684440612793,0.28318747878074646,70.32818603515625,171.9023895263672,7.650774955749512,,11.5,15.680327868852459,6.5109289617486334
std,,1.8239363431930542,3.059046506881714,9128600.737372369,570.499755859375,6444.623046875,12.74063491821289,8.073604583740234,17.930843353271484,18.536514282226562,8.018275260925293,17.214252471923828,0.41477587819099426,23.811609268188477,89.98625946044922,4.7414960861206055,,6.922186674951154,8.817766368972416,3.4551997873592293
min,,25.89251708984375,-106.54730224609375,1293840000.0,-50549.0859375,-499989.46875,-511.6375732421875,-1048.3369140625,-682.7940673828125,-689.3500366210938,-4.958099842071533,-509.48492431640625,-0.04340000078082085,-3276.699951171875,0.0,0.0,,0.0,1.0,1.0
25%,,29.54624366760254,-97.93222045898438,1301745525.0,96.37442016601562,38.975399017333984,0.0,1.9414050579071045,2.1611099243164062,17.511119842529297,5.115300178527832,-0.11907000094652176,0.00019999999494757503,59.20000076293945,119.30000305175781,4.099999904632568,,5.75,8.0,4.0
50%,,29.89568328857422,-97.1129150390625,1309651050.0,169.5520477294922,61.08000183105469,0.3235599994659424,4.023439884185791,4.511750221252441,28.24251937866211,8.218600273132324,0.20344999432563782,0.006099999882280827,73.4000015258789,164.5,6.900000095367432,,11.5,16.0,7.0
75%,,31.83657455444336,-95.2572250366211,1317556575.0,279.15234375,78.55999755859375,1.139930009841919,8.480600357055664,9.763449668884277,39.82316970825195,12.182900428771973,0.7630800008773804,0.4984999895095825,82.5999984741211,217.0,10.300000190734863,,17.25,23.0,10.0
max,,35.382747650146484,-93.76134490966797,1325462100.0,52270.1171875,1851.489990234375,688.5750732421875,450.3738098144531,1324.0440673828125,292.4583435058594,1000.260009765625,1214.27734375,1.9359999895095825,3276.699951171875,360.0,55.75469970703125,,23.0,31.0,12.0
