,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,hour,day,month
count,33519744,29514240.0,29514240.0,33519744.0,2314203.0,4363496.0,4229111.0,5276346.0,5400309.0,10346474.0,0.0,3041256.0,5013595.0,14534241.0,14544951.0,14570047.0,0.0,33519744.0,33519744.0,33519744.0
unique,316,,,,,,,,,,,,,,,,,,,
top,48_245_0628,,,,,,,,,,,,,,,,,,,
freq,210816,,,,,,,,,,,,,,,,,,,
mean,,30.52570915222168,-97.39384460449219,1120348650.0,436.6632995605469,58.269378662109375,4.612872123718262,9.318660736083984,14.292390823364258,28.77691650390625,,1.5823789834976196,0.27058982849121094,68.79789733886719,164.35641479492188,6.689203262329102,,11.5,15.680327868852459,6.5109289617486334
std,,1.816264033317566,3.0377700328826904,9128600.711968044,667.04345703125,23.26148796081543,18.70869255065918,9.633003234863281,25.695053100585938,20.102689743041992,,6.712515354156494,0.3979658782482147,15.696745872497559,95.81246948242188,4.332414627075195,,6.922186655687093,8.817766344433053,3.4551997777436028
min,,25.89251708984375,-106.54730224609375,1104537600.0,-30945.78515625,-35.04999923706055,-87.59185791015625,-72.53072357177734,-55.572479248046875,-2035.5,,-48.96446990966797,-0.029500000178813934,-132.1999969482422,0.0,0.0,,0.0,1.0,1.0
25%,,29.548227310180664,-97.93348693847656,1112443125.0,179.0281524658203,40.29899978637695,0.054249998182058334,2.7819299697875977,3.071000099182129,14.254150390625,,-0.0923599973320961,0.0003000000142492354,57.900001525878906,95.6341552734375,3.5,,5.75,8.0,4.0
50%,,29.954336166381836,-97.07964324951172,1120348650.0,309.06890869140625,60.400001525878906,0.47084999084472656,6.135670185089111,6.903389930725098,26.713600158691406,,0.3133000135421753,0.007699999958276749,71.0,156.0,5.900000095367432,,11.5,16.0,7.0
75%,,31.89181137084961,-95.25464630126953,1128254175.0,489.8618469238281,77.55000305175781,1.8266375064849854,12.764120101928711,15.254420280456543,40.484458923339844,,1.5656399726867676,0.4661000072956085,80.5999984741211,220.89999389648438,9.100000381469727,,17.25,23.0,10.0
max,,35.382747650146484,-93.741943359375,1136159700.0,50625.17578125,1087.31298828125,801.5344848632812,305.2449951171875,816.7220458984375,296.53485107421875,,606.1004028320312,1.9150999784469604,204.89999389648438,360.0,60.0,,23.0,31.0,12.0
