,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,105984,105984.0,105984.0,105984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105984.0,105984.0,105984.0,105984.0,105984.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,105984,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1088640554.347826,,,,,,,,,,,,,,,,11.5,182.50815217391303,15.67663043478261,6.483695652173913,2004.0
std,,0.0,0.0,9177317.912476992,,,,,,,,,,,,,,,,6.922219209415509,106.21856504916805,8.854314724438844,3.465648144173992,0.0
min,,29.717599868774414,-95.34140014648438,1072915200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2004.0
25%,,29.717599868774414,-95.34140014648438,1080691125.0,,,,,,,,,,,,,,,,5.75,90.75,8.0,3.0,2004.0
50%,,29.717599868774414,-95.34140014648438,1088639850.0,,,,,,,,,,,,,,,,11.5,182.5,16.0,6.5,2004.0
75%,,29.717599868774414,-95.34140014648438,1096588575.0,,,,,,,,,,,,,,,,17.25,274.25,23.0,9.25,2004.0
max,,29.717599868774414,-95.34140014648438,1104537300.0,,,,,,,,,,,,,,,,23.0,366.0,31.0,12.0,2004.0
