,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,330609,330609.0,330609.0,330609.0,0.0,330561.0,0.0,317578.0,317578.0,318561.0,173896.0,320264.0,330609.0,330561.0,330561.0,330561.0,0.0,330561.0,330561.0,330609.0,330609.0,330609.0,330609.0,330609.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,330609,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29469299316406,1488582998.9827864,,70.82347869873047,,8.842264175415039,11.70793628692627,27.028188705444336,9.742087364196777,-0.08660323172807693,0.25055909156799316,68.05628967285156,172.66612243652344,6.222978591918945,,-2.6906913637144365,0.8646611619796783,11.50349808988866,62.47148746706835,16.020392669286075,2.5563187934992695,2017.0
std,,0.0,0.0,1955789.6551130312,,20.14008331298828,,7.5304155349731445,13.85976505279541,12.419012069702148,6.260112285614014,1.175021767616272,0.3925386965274811,8.514780044555664,81.92304992675781,3.437617301940918,,5.337114597962442,3.7510671260218373,6.915584599352776,22.63668305217245,9.120976762656555,0.8009682771201314,0.0
min,,29.686389923095703,-95.29472351074219,1483228800.0,,10.670000076293945,,-5.001719951629639,-4.045100212097168,-6.314430236816406,-4.722099781036377,-13.015600204467773,0.000699999975040555,25.600000381469727,0.0,0.10000000149011612,,-39.39309399013,-34.13500286399855,0.0,1.0,1.0,1.0,2017.0
25%,,29.686389923095703,-95.29472351074219,1487208900.0,,58.0,,3.866849899291992,4.59561014175415,19.528900146484375,5.999899864196777,-0.3711400032043457,0.0013000000035390258,62.70000076293945,125.5999984741211,3.700000047683716,,-6.465610512964487,-1.2977137730807051,6.0,47.0,8.0,2.0,2017.0
50%,,29.686389923095703,-95.29472351074219,1488930900.0,,76.58999633789062,,6.21373987197876,7.782989978790283,27.174299240112305,8.471400260925293,-0.19363999366760254,0.002300000051036477,69.0,172.3000030517578,6.099999904632568,,-2.91710976119303,0.5161979057065289,12.0,66.0,17.0,3.0,2017.0
75%,,29.686389923095703,-95.29472351074219,1490233200.0,,87.72000122070312,,11.078900337219238,13.37399959564209,36.39780044555664,11.990300178527832,0.06418000161647797,0.3824000060558319,74.0,207.89999389648438,8.5,,0.3597738787553642,3.1611799727526884,17.0,82.0,24.0,3.0,2017.0
max,,29.686389923095703,-95.29472351074219,1491433500.0,,99.91000366210938,,48.56019973754883,233.16200256347656,69.25340270996094,97.23429870605469,18.728900909423828,1.6654000282287598,126.80000305175781,359.8999938964844,48.400001525878906,,27.445246937763386,44.57283088505167,23.0,95.0,31.0,4.0,2017.0
