,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,52831,52831.0,52831.0,52831.0,16216.0,46639.0,0.0,0.0,0.0,52831.0,0.0,0.0,0.0,52665.0,46639.0,52665.0,0.0,46639.0,46639.0,52831.0,52831.0,52831.0,52831.0,52831.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,52831,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34141540527344,1310832261.4260566,161.10894775390625,50.96107864379883,,,,53.88716506958008,,,,76.35794830322266,166.4000701904297,10.543058395385742,,-5.118563436796334,1.7926385031700525,13.77556737521531,197.07665953701425,14.725104578751113,7.024019988264466,2011.0
std,,0.0,0.0,8115858.701418647,43.157569885253906,19.061363220214844,,,,12.576947212219238,,,,10.961225509643555,78.05274200439453,5.0909423828125,,8.151746540302787,5.8529708604466455,7.612252770778331,93.93421158941781,9.087242716952424,3.054878581318785,0.0
min,,29.717599868774414,-95.34140014648438,1293857700.0,-199.88699340820312,10.911999702453613,,,,40.000999450683594,,,,29.007999420166016,0.0,0.0,,-33.501579303334125,-23.72539725138018,0.0,1.0,1.0,1.0,2011.0
25%,,29.717599868774414,-95.34140014648438,1303495500.0,133.00875091552734,35.483001708984375,,,,44.38399887084961,,,,68.99700164794922,132.0,7.008999824523926,,-10.557511441425355,-1.8321619225637835,6.0,112.0,6.0,4.0,2011.0
50%,,29.717599868774414,-95.34140014648438,1314309900.0,153.1165008544922,49.979000091552734,,,,50.47800064086914,,,,76.24299621582031,166.0,10.355999946594238,,-6.627104823936161,1.4155534007039359,17.0,237.0,14.0,8.0,2011.0
75%,,29.717599868774414,-95.34140014648438,1317837450.0,180.9669952392578,65.87849807739258,,,,59.89699935913086,,,,84.13400268554688,200.0,13.869999885559082,,-0.4962776728672338,5.709691464060137,20.0,278.0,22.0,10.0,2011.0
max,,29.717599868774414,-95.34140014648438,1325292000.0,532.4210205078125,95.5780029296875,,,,232.98300170898438,,,,104.6969985961914,359.0,37.534000396728516,,26.56717418643421,31.374387365403138,23.0,365.0,31.0,12.0,2011.0
