,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,178944,178944.0,178944.0,178944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178944.0,178944.0,178944.0,178944.0,178944.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,178944,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1153747781.330472,,,,,,,,,,,,,,,,11.504291845493562,205.06384120171674,15.86266094420601,7.247854077253219,2006.0
std,,0.0,0.0,8466109.258869119,,,,,,,,,,,,,,,,6.923031200857422,97.98712202511312,8.866125800772629,3.2038735894430217,0.0
min,,29.717599868774414,-95.34140014648438,1136073600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2006.0
25%,,29.717599868774414,-95.34140014648438,1147478325.0,,,,,,,,,,,,,,,,6.0,132.75,8.0,5.0,2006.0
50%,,29.717599868774414,-95.34140014648438,1154188650.0,,,,,,,,,,,,,,,,12.0,210.0,16.0,7.0,2006.0
75%,,29.717599868774414,-95.34140014648438,1160898975.0,,,,,,,,,,,,,,,,18.0,288.0,24.0,10.0,2006.0
max,,29.717599868774414,-95.34140014648438,1167609300.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2006.0
