,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,44160,44160.0,44160.0,44160.0,31645.0,44076.0,0.0,0.0,0.0,42104.0,0.0,0.0,0.0,43923.0,43856.0,42092.0,0.0,42092.0,42092.0,44160.0,44160.0,44160.0,44160.0,44160.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,44160,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759605407715,-95.34141540527344,1341091274.347826,178.09671020507812,63.43320083618164,,,,33.00046157836914,,,,73.2392349243164,161.0590057373047,9.61338996887207,,-4.353816510968827,0.8871895093871148,8.7,182.50815217391303,15.67663043478261,6.483695652173913,2012.0
std,,0.0,0.0,9177400.341484297,65.15868377685547,19.226194381713867,,,,16.837263107299805,,,,11.051958084106445,78.8159408569336,4.221484661102295,,8.03394212459176,5.094394585156187,8.877600164861743,106.21926661198638,8.854373206286999,3.4656710344274826,0.0
min,,29.717599868774414,-95.34140014648438,1325376000.0,-3.374000072479248,11.402000427246094,,,,2.315000057220459,,,,34.36800003051758,0.0,0.0,,-27.546775791632943,-30.18927816209555,0.0,1.0,1.0,1.0,2012.0
25%,,29.717599868774414,-95.34140014648438,1333151925.0,133.19200134277344,49.9345006942749,,,,21.259000778198242,,,,66.26499938964844,133.0,6.87375009059906,,-9.777558205838336,-2.3126047537643855,2.0,90.75,8.0,3.0,2012.0
50%,,29.717599868774414,-95.34140014648438,1341100650.0,166.47799682617188,67.3285026550293,,,,30.38599967956543,,,,75.2229995727539,171.0,9.34250020980835,,-6.200049626475744,0.7781072095528566,4.5,182.5,16.0,6.5,2012.0
75%,,29.717599868774414,-95.34140014648438,1349049375.0,206.13299560546875,78.96049880981445,,,,41.758249282836914,,,,80.83499908447266,199.0,12.12600040435791,,0.0101402727670478,4.313405948474561,21.0,274.25,23.0,9.25,2012.0
max,,29.717599868774414,-95.34140014648438,1356998100.0,1042.9599609375,94.25199890136719,,,,153.96200561523438,,,,101.03500366210938,359.0,38.93899917602539,,35.64223352281017,29.084946433839274,23.0,366.0,31.0,12.0,2012.0
