,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,111977,111977.0,111977.0,111977.0,73496.0,111957.0,0.0,0.0,0.0,95401.0,0.0,0.0,0.0,111957.0,111957.0,111957.0,0.0,111957.0,111957.0,111977.0,111977.0,111977.0,111977.0,111977.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,111977,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34141540527344,1393222501.0850441,213.45741271972656,65.02696990966797,,,,28.91927146911621,,,,57.311859130859375,171.45217895507812,10.35866641998291,,-0.5235637410809144,0.9893651028239434,8.684479848540326,54.87947524938157,15.174258999615992,2.3271475392268055,2014.0
std,,0.0,0.0,1722329.5580920295,69.13993835449219,20.29012680053711,,,,14.63204574584961,,,,11.711255073547363,109.92870330810547,4.3262104988098145,,10.105459618818385,4.758755983398289,8.867625000168262,19.938905982061787,7.882574545259157,0.7234661476056109,0.0
min,,29.717599868774414,-95.34140014648438,1388534400.0,40.237998962402344,12.012999534606934,,,,0.5879999995231628,,,,28.121000289916992,0.0,0.0,,-23.693557726968717,-20.537,0.0,1.0,1.0,1.0,2014.0
25%,,29.717599868774414,-95.34140014648438,1392000900.0,167.8509979248047,51.85900115966797,,,,17.902999877929688,,,,49.92300033569336,116.0,7.182000160217285,,-8.644306380669569,-2.018705829425756,2.0,41.0,9.0,2.0,2014.0
50%,,29.717599868774414,-95.34140014648438,1393536900.0,196.3489990234375,68.21600341796875,,,,28.461000442504883,,,,59.34299850463867,164.0,9.986000061035156,,-3.1212758279900523,1.342185385658871,4.0,58.0,16.0,2.0,2014.0
75%,,29.717599868774414,-95.34140014648438,1394673600.0,241.08799743652344,83.052001953125,,,,37.507999420166016,,,,66.54499816894531,235.0,13.092000007629395,,8.015721541904973,4.221499999999999,21.0,72.0,22.0,3.0,2014.0
max,,29.717599868774414,-95.34140014648438,1395730500.0,726.6119995117188,93.5459976196289,,,,94.1510009765625,,,,79.17900085449219,359.0,27.979999542236328,,27.04521122540103,18.68334760642222,23.0,84.0,31.0,3.0,2014.0
