,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,15433,15433.0,15433.0,15433.0,14203.0,12545.0,13974.0,13916.0,13918.0,15433.0,14874.0,14673.0,15417.0,15331.0,15418.0,15418.0,0.0,15418.0,15418.0,15433.0,15433.0,15433.0,15433.0,15433.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,15433,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.68639373779297,-95.29470825195312,1370816835.547204,153.47836303710938,50.89204788208008,0.2161228060722351,6.574769496917725,6.687068939208984,51.16651916503906,9.899755477905273,0.7602034211158752,0.7027499079704285,77.04769134521484,158.86624145507812,6.61458683013916,,-2.4891363248112643,1.6631074791315394,16.22678675565347,160.2403939609927,15.235534244800103,5.803537873388194,2013.0
std,,0.0,0.0,7123894.304308601,67.87799072265625,16.066463470458984,3.561957836151123,3.8123362064361572,5.432429790496826,10.65536117553711,5.936206340789795,1.9081854820251465,0.5039519667625427,10.6975736618042,82.9253921508789,2.8155033588409424,,5.14695499219661,4.028548503848992,6.881006713602269,82.43100785592388,9.183800965275049,2.6821212535747154,0.0
min,,29.686389923095703,-95.29472351074219,1357928700.0,-70.38395690917969,8.15999984741211,-16.69972038269043,-0.7204999923706055,-14.244770050048828,40.0018310546875,-0.07649999856948853,-6.870220184326172,-0.048700001090765,48.5,0.0,0.10000000149011612,,-18.86074044248118,-19.896332604543762,0.0,11.0,1.0,1.0,2013.0
25%,,29.686389923095703,-95.29472351074219,1364604000.0,110.60337829589844,39.130001068115234,-0.6087599992752075,4.0059099197387695,3.497920036315918,43.51681137084961,6.313025116920471,-0.08574000000953674,0.22619999945163727,68.4000015258789,111.0,4.599999904632568,,-5.8453390079257534,-0.8123216588217015,16.0,89.0,7.0,3.0,2013.0
50%,,29.686389923095703,-95.29472351074219,1368659700.0,153.86221313476562,51.38999938964844,0.4325200021266937,5.582630157470703,6.142280101776123,47.98271942138672,8.914199829101562,0.2776600122451782,0.7074999809265137,76.9000015258789,152.39999389648438,6.300000190734863,,-3.142498431507171,1.9496248414820503,19.0,135.0,14.0,5.0,2013.0
75%,,29.686389923095703,-95.29472351074219,1377295800.0,193.4002227783203,61.650001525878906,1.6310499906539917,8.009287118911743,9.639277696609497,55.203739166259766,12.20627498626709,0.9133899807929993,1.159999966621399,86.5,192.17499923706055,8.300000190734863,,0.9582335276606202,4.507430202275854,21.0,235.0,24.0,8.0,2013.0
max,,29.686389923095703,-95.29472351074219,1388355000.0,687.5726928710938,91.29000091552734,85.26841735839844,32.92211151123047,83.8908462524414,124.01302337646484,71.95230102539062,31.49201011657715,1.819000005722046,102.69999694824219,359.79998779296875,21.100000381469727,,18.32442551369752,13.231345010462215,23.0,363.0,31.0,12.0,2013.0
