,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,43800,43800.0,43800.0,43800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43800.0,43800.0,43800.0,43800.0,43800.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,43800,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.6863956451416,-95.29471588134766,1025600970.0,,,,,,,,,,,,,,,,8.7,183.0,15.72054794520548,6.526027397260274,2002.0
std,,0.0,0.0,9103784.959149797,,,,,,,,,,,,,,,,8.877600991041987,105.36723151011779,8.796347418828004,3.447890681759281,0.0
min,,29.686389923095703,-95.29472351074219,1009843200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2002.0
25%,,29.686389923095703,-95.29472351074219,1017714525.0,,,,,,,,,,,,,,,,2.0,92.0,8.0,4.0,2002.0
50%,,29.686389923095703,-95.29472351074219,1025585850.0,,,,,,,,,,,,,,,,4.5,183.0,16.0,7.0,2002.0
75%,,29.686389923095703,-95.29472351074219,1033507575.0,,,,,,,,,,,,,,,,21.0,274.0,23.0,10.0,2002.0
max,,29.686389923095703,-95.29472351074219,1041378900.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2002.0
