,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,105984,105984.0,105984.0,105984.0,76403.0,105732.0,0.0,0.0,0.0,102619.0,0.0,0.0,0.0,105437.0,105056.0,100820.0,0.0,100820.0,100820.0,105984.0,105984.0,105984.0,105984.0,105984.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,105984,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1341101354.347826,180.6248016357422,65.40249633789062,,,,31.162250518798828,,,,72.14668273925781,160.71571350097656,9.138368606567383,,-2.9526786044182054,0.5619581383842563,11.5,182.50815217391303,15.67663043478261,6.483695652173913,2012.0
std,,0.0,0.0,9177317.912476992,80.60870361328125,19.1956729888916,,,,17.16166877746582,,,,11.703984260559082,86.782470703125,4.512843132019043,,8.091058624232442,5.420049373133009,6.922219209415509,106.21856504916805,8.854314724438844,3.465648144173992,0.0
min,,29.717599868774414,-95.34140014648438,1325376000.0,-76.16000366210938,11.180999755859375,,,,1.725000023841858,,,,33.02299880981445,0.0,0.0,,-37.13649492696353,-36.009582393715185,0.0,1.0,1.0,1.0,2012.0
25%,,29.717599868774414,-95.34140014648438,1333151925.0,130.44950103759766,51.57724952697754,,,,18.940000534057617,,,,64.947998046875,103.0,6.145999908447266,,-8.655825060231788,-2.826934045998343,5.75,90.75,8.0,3.0,2012.0
50%,,29.717599868774414,-95.34140014648438,1341100650.0,162.53700256347656,69.04299926757812,,,,29.003999710083008,,,,74.20800018310547,170.0,8.765999794006348,,-4.277346470679816,0.6208999420653891,11.5,182.5,16.0,6.5,2012.0
75%,,29.717599868774414,-95.34140014648438,1349049375.0,205.59850311279297,81.3742504119873,,,,40.382999420166016,,,,80.3030014038086,210.0,11.718999862670898,,2.4297194156764927,4.2402720402426475,17.25,274.25,23.0,9.25,2012.0
max,,29.717599868774414,-95.34140014648438,1356998100.0,2075.919921875,94.74199676513672,,,,153.96200561523438,,,,102.5780029296875,359.0,40.16699981689453,,36.91399070997293,29.084946433839274,23.0,366.0,31.0,12.0,2012.0
