,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,43920,43920.0,43920.0,43920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43920.0,43920.0,43920.0,43920.0,43920.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,43920,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.6863956451416,-95.29471588134766,1120252406.0655737,,,,,,,,,,,,,,,,8.7,182.50273224043715,15.680327868852459,6.5109289617486334,2005.0
std,,0.0,0.0,9128319.771665415,,,,,,,,,,,,,,,,8.877600714143664,105.65120099456452,8.817866599022253,3.455239062027261,0.0
min,,29.686389923095703,-95.29472351074219,1104537600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2005.0
25%,,29.686389923095703,-95.29472351074219,1112331525.0,,,,,,,,,,,,,,,,2.0,91.0,8.0,4.0,2005.0
50%,,29.686389923095703,-95.29472351074219,1120262250.0,,,,,,,,,,,,,,,,4.5,182.5,16.0,7.0,2005.0
75%,,29.686389923095703,-95.29472351074219,1128142575.0,,,,,,,,,,,,,,,,21.0,274.0,23.0,10.0,2005.0
max,,29.686389923095703,-95.29472351074219,1136073300.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2005.0
