,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,109584,109584.0,109584.0,109584.0,120.0,109429.0,120.0,108177.0,108177.0,102442.0,109584.0,102336.0,109563.0,109563.0,109563.0,109563.0,0.0,109563.0,109563.0,109584.0,109584.0,109584.0,109584.0,109584.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,109584,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29471588134766,1393288702.0669076,221.0553741455078,68.87840270996094,4.305239677429199,13.986725807189941,17.195112228393555,25.34211540222168,9.797492027282715,0.4680931270122528,0.0886794850230217,57.602848052978516,166.28591918945312,6.217186450958252,,-0.500293157335215,0.6176961934555453,8.697501460067164,55.64514892685064,15.070055847568987,2.3562198861147614,2014.0
std,,0.0,0.0,1681542.240343637,90.4718246459961,17.652616500854492,5.4977545738220215,10.211856842041016,18.441150665283203,14.128978729248047,4.601203441619873,0.999489963054657,0.19550663232803345,11.65571117401123,106.68246459960938,2.9271984100341797,,6.193564903606109,2.8688249197010878,8.873680684014385,19.467879739246115,7.947970104865966,0.7038283081149181,0.0
min,,29.686389923095703,-95.29472351074219,1388534400.0,96.94677734375,0.4300000071525574,0.12138000130653381,0.8073999881744385,0.7666800022125244,0.4056200087070465,-0.0471000000834465,-0.8467000126838684,-0.002099999925121665,28.799999237060547,0.0,0.10000000149011612,,-15.312804339651349,-11.881839464760242,0.0,1.0,1.0,1.0,2014.0
25%,,29.686389923095703,-95.29472351074219,1392100200.0,145.83803939819336,58.83000183105469,0.6416000127792358,6.936339855194092,7.374750137329102,14.906399726867676,6.6697998046875,-0.10074999928474426,0.0003000000142492354,49.900001525878906,89.0,4.099999904632568,,-5.2986358294102995,-1.1227231304159009,2.0,42.0,9.0,2.0,2014.0
50%,,29.686389923095703,-95.29472351074219,1393559400.0,189.7148208618164,73.11000061035156,1.2918750047683716,10.732099533081055,11.447999954223633,26.415800094604492,9.128199577331543,0.269430011510849,0.0005000000237487257,59.29999923706055,167.8000030517578,5.900000095367432,,-1.4868743703889298,0.6888076095031276,5.0,59.0,15.0,2.0,2014.0
75%,,29.686389923095703,-95.29472351074219,1394682900.0,297.5263366699219,83.69000244140625,5.661710143089294,17.511499404907227,18.893199920654297,34.48249816894531,12.207200050354004,0.72816002368927,0.05040000006556511,67.0,214.8000030517578,8.199999809265137,,4.693122350533195,2.5363169215155006,21.0,72.0,22.0,3.0,2014.0
max,,29.686389923095703,-95.29472351074219,1395730500.0,463.00445556640625,95.1500015258789,25.560060501098633,52.56919860839844,230.17999267578125,86.3302993774414,64.0614013671875,10.42710018157959,1.2503999471664429,80.0,359.8999938964844,17.0,,16.584087247079562,10.552704986029552,23.0,84.0,31.0,3.0,2014.0
