,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,30254,30254.0,30254.0,30254.0,0.0,30254.0,0.0,29003.0,29003.0,30254.0,30110.0,29500.0,30254.0,30254.0,30254.0,30254.0,0.0,30254.0,30254.0,30254.0,30254.0,30254.0,30254.0,30254.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,30254,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686391830444336,-95.29472351074219,1394187011.929001,,50.585777282714844,,7.778162002563477,8.644123077392578,47.00212097167969,8.295029640197754,0.9109663367271423,0.6678069233894348,66.07642364501953,182.41802978515625,8.113478660583496,,-4.212727395698759,0.24268190751985538,17.285945660078006,65.68440536788523,16.401831162821445,2.6597805248892707,2014.0
std,,0.0,0.0,1412789.2527534883,,15.350577354431152,,3.824019193649292,4.193684101104736,7.685790061950684,4.501369476318359,1.3328784704208374,0.4446333646774292,5.831340312957764,74.90006256103516,3.0829010009765625,,6.1832118950030726,4.3927594561314,6.637427356266651,16.41045100759229,5.471881886017596,0.5932976880561203,0.0
min,,29.686389923095703,-95.29472351074219,1388853300.0,,15.329999923706055,,2.0049901008605957,1.6464500427246094,40.00400161743164,-0.0794999971985817,-0.541890025138855,-0.0012000000569969416,49.20000076293945,0.0,0.20000000298023224,,-16.614945858733318,-14.161328665113375,0.0,4.0,4.0,1.0,2014.0
25%,,29.686389923095703,-95.29472351074219,1393528575.0,,39.25,,5.100240230560303,5.767930030822754,42.336299896240234,5.441800117492676,0.11853999644517899,0.25380000472068787,61.70000076293945,140.8000030517578,5.800000190734863,,-8.620364699220167,-2.361004563780131,17.0,58.0,13.0,2.0,2014.0
50%,,29.686389923095703,-95.29472351074219,1394727000.0,,50.59000015258789,,6.862939834594727,7.80879020690918,45.27479934692383,7.7778000831604,0.47415000200271606,0.7181000113487244,66.5,173.6999969482422,8.0,,-5.231337630991026,0.6688727340360786,20.0,72.0,17.0,3.0,2014.0
75%,,29.686389923095703,-95.29472351074219,1395206700.0,,60.0,,9.285149574279785,10.258949756622314,49.06520080566406,10.480400085449219,1.08378005027771,1.0550999641418457,70.69999694824219,208.10000610351562,10.399999618530273,,-1.7190258932843216,3.2264355737462207,21.0,78.0,21.0,3.0,2014.0
max,,29.686389923095703,-95.29472351074219,1395764100.0,,88.1500015258789,,26.481399536132812,29.286800384521484,86.3302993774414,48.06340026855469,9.92827033996582,1.4359999895095825,80.0,359.8999938964844,17.5,,15.155201833849187,10.66107166278827,23.0,84.0,31.0,3.0,2014.0
