,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,443494,443494.0,443494.0,443494.0,356765.0,443350.0,0.0,0.0,0.0,432851.0,0.0,0.0,0.0,443350.0,443350.0,443350.0,0.0,443350.0,443350.0,443494.0,443494.0,443494.0,443494.0,443494.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,443494,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717613220214844,-95.34135437011719,1461760446.0432384,208.1279296875,64.40753936767578,,,,34.01308059692383,,,,72.63725280761719,142.37339782714844,10.129706382751465,,-1.844358186974845,3.3266868221214256,11.410675228977167,118.02914131871006,13.692929329370859,4.44454039964464,2016.0
std,,0.0,0.0,1213830.994765699,70.5505599975586,20.944650650024414,,,,15.640408515930176,,,,5.88669490814209,95.62496185302734,5.247037410736084,,8.891042284557717,6.051729833652656,6.927966114938406,14.048980913235335,8.002393125129004,0.4969152739651457,0.0
min,,29.717599868774414,-95.34140014648438,1459468800.0,29.545000076293945,11.621000289916992,,,,-0.4519999921321869,,,,51.57099914550781,0.0,0.0,,-36.39567483453564,-28.166253048717106,0.0,92.0,1.0,4.0,2016.0
25%,,29.717599868774414,-95.34140014648438,1460744700.0,165.22000122070312,50.44900131225586,,,,22.67799949645996,,,,68.7979965209961,62.0,6.375,,-8.480289834634705,0.0,5.0,106.0,7.0,4.0,2016.0
50%,,29.717599868774414,-95.34140014648438,1461837000.0,192.16700744628906,68.85099792480469,,,,32.79600143432617,,,,73.03700256347656,142.0,9.305000305175781,,-2.2005508662981237,2.9217580379685866,11.0,119.0,13.0,4.0,2016.0
75%,,29.717599868774414,-95.34140014648438,1462811400.0,230.10299682617188,82.66400146484375,,,,44.159000396728516,,,,76.47200012207031,180.0,13.013999938964844,,5.342380158086288,6.555418407387568,17.0,130.0,19.0,5.0,2016.0
max,,29.717599868774414,-95.34140014648438,1463882700.0,1000.0,92.69300079345703,,,,95.32499694824219,,,,87.54900360107422,359.0,40.11600112915039,,25.699436919981235,30.78094414989265,23.0,143.0,30.0,5.0,2016.0
