,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,105408,105408.0,105408.0,105408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105408.0,105408.0,105408.0,105408.0,105408.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,105408,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686399459838867,-95.29472351074219,1057104086.0655738,,,,,,,,,,,,,,,,11.5,182.50273224043715,15.680327868852459,6.5109289617486334,2003.0
std,,0.0,0.0,9128237.220075423,,,,,,,,,,,,,,,,6.922219387870242,105.65049937051425,8.817808040035516,3.4552161159669943,0.0
min,,29.686389923095703,-95.29472351074219,1041379200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2003.0
25%,,29.686389923095703,-95.29472351074219,1049198325.0,,,,,,,,,,,,,,,,5.75,91.0,8.0,4.0,2003.0
50%,,29.686389923095703,-95.29472351074219,1057103850.0,,,,,,,,,,,,,,,,11.5,182.5,16.0,7.0,2003.0
75%,,29.686389923095703,-95.29472351074219,1065009375.0,,,,,,,,,,,,,,,,17.25,274.0,23.0,10.0,2003.0
max,,29.686389923095703,-95.29472351074219,1072914900.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2003.0
