,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,105696,105696.0,105696.0,105696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105696.0,105696.0,105696.0,105696.0,105696.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,105696,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29472351074219,1088683285.4223433,,,,,,,,,,,,,,,,11.5,183.00272479564032,15.716621253405995,6.498637602179836,2004.0
std,,0.0,0.0,9153179.853761984,,,,,,,,,,,,,,,,6.922219298399748,105.93918833511503,8.83311818740387,3.4585087787721016,0.0
min,,29.686389923095703,-95.29472351074219,1072915200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2004.0
25%,,29.686389923095703,-95.29472351074219,1080755925.0,,,,,,,,,,,,,,,,5.75,91.0,8.0,3.0,2004.0
50%,,29.686389923095703,-95.29472351074219,1088683050.0,,,,,,,,,,,,,,,,11.5,183.0,16.0,7.0,2004.0
75%,,29.686389923095703,-95.29472351074219,1096610175.0,,,,,,,,,,,,,,,,17.25,275.0,23.0,10.0,2004.0
max,,29.686389923095703,-95.29472351074219,1104537300.0,,,,,,,,,,,,,,,,23.0,366.0,31.0,12.0,2004.0
