,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,55168,55168.0,55168.0,55168.0,54334.0,49963.0,54654.0,54654.0,54654.0,50762.0,39620.0,50686.0,54911.0,55134.0,55039.0,55039.0,0.0,55039.0,55039.0,55168.0,55168.0,55168.0,55168.0,55168.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,55168,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.6863956451416,-95.29471588134766,1248880850.4640372,178.576171875,66.71154022216797,5.761966228485107,4.359485149383545,10.128883361816406,22.62961769104004,10.975632667541504,1.839521884918213,0.09379507601261139,70.34960174560547,164.20094299316406,5.873671531677246,,-1.8010970934197945,0.8437403551550716,8.704538863109049,210.25768561484918,15.764066125290023,7.418648491879351,2009.0
std,,0.0,0.0,9481883.534116834,292.6107177734375,18.387765884399414,20.959320068359375,10.7174654006958,27.32448959350586,16.00125503540039,6.0682220458984375,3.3724725246429443,0.20635955035686493,13.210643768310547,92.24957275390625,3.010894775390625,,5.4309149053170005,3.180467506964421,8.87813333621864,109.74329130157979,8.849696578317403,3.5876894345843686,0.0
min,,29.686389923095703,-95.29472351074219,1230768000.0,-104.83651733398438,5.420000076293945,-2.346909999847412,-14.382140159606934,-15.316980361938477,-4.2889299392700195,0.053700000047683716,-2.956890106201172,-0.010200000368058681,31.700000762939453,0.0,0.10000000149011612,,-18.392826027074527,-17.298642557151812,0.0,1.0,1.0,1.0,2009.0
25%,,29.686389923095703,-95.29472351074219,1240615125.0,39.76557922363281,54.689998626708984,0.1979999989271164,-3.043600082397461,-2.592210054397583,10.719669818878174,7.064650058746338,0.5177599787712097,-0.0010000000474974513,60.400001525878906,113.75,3.5999999046325684,,-5.722429966424126,-1.0706243828584152,2.0,114.0,8.0,4.0,2009.0
50%,,29.686389923095703,-95.29472351074219,1250548650.0,99.67256164550781,70.0999984741211,0.6478300094604492,1.1287000179290771,1.938884973526001,20.774459838867188,9.912099838256836,0.8545699715614319,-0.00039999998989515007,71.69999694824219,165.39999389648438,5.5,,-2.389242183313253,0.8415107088625168,5.0,229.0,16.0,8.0,2009.0
75%,,29.686389923095703,-95.29472351074219,1257311775.0,191.93142700195312,81.1500015258789,1.7114700078964233,9.558380126953125,11.905864715576172,32.49463748931885,13.564825296401978,1.760390043258667,0.05660000070929527,80.80000305175781,204.3000030517578,7.800000190734863,,2.5406041072216983,2.8012725051246736,21.0,308.0,23.0,11.0,2009.0
max,,29.686389923095703,-95.29472351074219,1262303700.0,2823.64794921875,96.08000183105469,245.23866271972656,60.12479019165039,275.4883728027344,116.5064926147461,88.78399658203125,103.76719665527344,1.3550000190734863,100.0,359.8999938964844,24.600000381469727,,23.4484904277065,14.79774588831459,23.0,365.0,31.0,12.0,2009.0
