,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,57408,57408.0,57408.0,57408.0,53846.0,57267.0,53132.0,53132.0,53132.0,55786.0,51431.0,56576.0,56781.0,57267.0,57111.0,57111.0,0.0,57111.0,57111.0,57408.0,57408.0,57408.0,57408.0,57408.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,57408,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.6863956451416,-95.29472351074219,1341106754.347826,199.1239776611328,67.98251342773438,8.111005783081055,11.637829780578613,19.77652359008789,21.978656768798828,11.671734809875488,0.9754071235656738,0.3953683376312256,70.39239501953125,163.2289276123047,5.100682735443115,,-1.1853595779479589,0.3420489788891955,13.0,182.50815217391303,15.67663043478261,6.483695652173913,2012.0
std,,0.0,0.0,9177330.59939875,237.59487915039062,15.90095329284668,23.31687355041504,10.164803504943848,29.997343063354492,16.751131057739258,6.6576104164123535,2.654695749282837,0.4884267747402191,12.326360702514648,94.33393859863281,3.0740504264831543,,4.876621573328708,3.1880508489245543,3.7416899754921507,106.21898906898976,8.854350070472272,3.4656619788883614,0.0
min,,29.686389923095703,-95.29472351074219,1325401200.0,-174.43104553222656,8.789999961853027,-4.213850021362305,-3.9864699840545654,-6.1142802238464355,-1.4287199974060059,-0.08330000191926956,-0.7809200286865234,-0.002199999988079071,32.5,0.0,0.0,,-19.59767428494294,-18.92505833705728,7.0,1.0,1.0,1.0,2012.0
25%,,29.686389923095703,-95.29472351074219,1333167225.0,78.07865905761719,56.959999084472656,0.41901999711990356,3.961169958114624,4.841939926147461,8.499159812927246,7.364149808883667,0.032760001718997955,0.0,62.900001525878906,93.5,2.700000047683716,,-4.255324010935505,-1.4736532285860748,10.0,90.75,8.0,3.0,2012.0
50%,,29.686389923095703,-95.29472351074219,1341106050.0,136.31634521484375,72.54000091552734,1.3023200035095215,7.978869915008545,9.558609962463379,20.262394905090332,10.4443998336792,0.22970999777317047,0.12080000340938568,72.5,167.5,4.599999904632568,,-1.2691848092559137,0.4386563787169357,13.0,182.5,16.0,6.5,2012.0
75%,,29.686389923095703,-95.29472351074219,1349044875.0,221.41091918945312,80.83999633789062,4.213850021362305,16.540586948394775,21.30061912536621,31.20056915283203,14.990399837493896,0.8133699893951416,0.753000020980835,79.19999694824219,221.0,7.0,,1.875794666118486,2.275109272403813,16.0,274.25,23.0,9.25,2012.0
max,,29.686389923095703,-95.29472351074219,1356983700.0,2966.213134765625,94.37999725341797,404.18487548828125,101.30050659179688,449.0926818847656,131.66098022460938,139.60800170898438,78.07288360595703,1.9364999532699585,101.0999984741211,359.8999938964844,22.5,,18.77248922468807,12.544080753998804,19.0,366.0,31.0,12.0,2012.0
