,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,61632,61632.0,61632.0,61632.0,58683.0,47413.0,55410.0,55410.0,55411.0,58668.0,60079.0,57899.0,60838.0,60729.0,60646.0,60655.0,0.0,60646.0,60646.0,61632.0,61632.0,61632.0,61632.0,61632.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,61632,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29472351074219,1374019050.0,219.56016540527344,69.16238403320312,3.465916633605957,9.121562004089355,12.492952346801758,25.550872802734375,11.087387084960938,0.4180399477481842,0.3322649896144867,78.02188873291016,157.14772033691406,5.289405822753906,,-2.3623044872038643,0.9183802749616375,11.5,197.5,15.789719626168225,7.009345794392523,2013.0
std,,0.0,0.0,5337531.0696987985,142.83863830566406,15.352862358093262,13.399253845214844,8.625860214233398,19.139572143554688,17.214296340942383,6.240355014801025,2.5980043411254883,0.46923884749412537,9.131922721862793,80.24520111083984,2.7995119094848633,,4.462693473842988,3.0791457905777992,6.922242710521599,61.77630549773006,8.827476209691033,1.997656529806695,0.0
min,,29.686389923095703,-95.29472351074219,1364774400.0,-12.959400177001953,0.5199999809265137,-16.69972038269043,-2.782449960708618,-14.244770050048828,-6.983059883117676,-2.010200023651123,-6.870220184326172,-0.04960000142455101,43.599998474121094,0.0,0.0,,-27.02012994821803,-17.555446635867998,0.0,91.0,1.0,4.0,2013.0
25%,,29.686389923095703,-95.29472351074219,1369396725.0,149.05421447753906,58.040000915527344,-0.11867249757051468,3.4954099655151367,3.5512900352478027,12.73585033416748,6.964349985122681,-0.2776600122451782,0.0006000000284984708,73.9000015258789,109.19999694824219,3.0999999046325684,,-5.367258836746622,-1.0942347597068738,5.75,144.0,8.0,5.0,2013.0
50%,,29.686389923095703,-95.29472351074219,1374019050.0,183.6656036376953,72.73999786376953,0.6302099823951721,6.007969856262207,7.330830097198486,22.836650848388672,10.083000183105469,-0.13311000168323517,0.03254999965429306,79.0,162.39999389648438,5.0,,-2.5122254343197934,0.9160301684220513,11.5,197.5,16.0,7.0,2013.0
75%,,29.686389923095703,-95.29472351074219,1378641375.0,240.4098663330078,82.11000061035156,3.141469955444336,11.417409896850586,13.830679893493652,35.548370361328125,14.026200294494629,0.33594998717308044,0.586899995803833,83.80000305175781,200.60000610351562,7.199999809265137,,0.44525916337782706,2.7983151758538054,17.25,251.0,23.0,9.0,2013.0
max,,29.686389923095703,-95.29472351074219,1383263700.0,2674.299072265625,95.73999786376953,222.5961151123047,87.29621887207031,256.58062744140625,124.01302337646484,77.13040161132812,90.99263000488281,1.819000005722046,102.69999694824219,359.8999938964844,27.100000381469727,,18.32442551369752,15.39962471286308,23.0,304.0,31.0,10.0,2013.0
