,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,757170,757170.0,757170.0,757170.0,598948.0,756441.0,0.0,0.0,0.0,728626.0,0.0,0.0,0.0,756441.0,756441.0,756441.0,0.0,756441.0,756441.0,757170.0,757170.0,757170.0,757170.0,757170.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,757170,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759796142578,-95.34136962890625,1459673671.1890328,209.1615447998047,62.915306091308594,,,,32.92298126220703,,,,68.75526428222656,153.26153564453125,10.462020874023438,,-2.1626429653406314,2.2654106766981172,11.33466724777791,93.87980902571417,15.174864297317644,3.599410964512593,2016.0
std,,0.0,0.0,2920419.7098535,72.62210845947266,21.810638427734375,,,,14.46490478515625,,,,8.569683074951172,95.82453155517578,5.146099090576172,,9.20183695232394,6.438435478540859,6.924979659503817,33.80000884367778,8.454926769844356,1.1679330667571748,0.0
min,,29.717599868774414,-95.34140014648438,1451606400.0,-15.008000373840332,8.902000427246094,,,,-0.6539999842643738,,,,36.00899887084961,0.0,0.0,,-36.39567483453564,-35.893511726336826,0.0,1.0,1.0,1.0,2016.0
25%,,29.717599868774414,-95.34140014648438,1457597100.0,164.0919952392578,47.70500183105469,,,,22.96500015258789,,,,64.26200103759766,80.0,6.798999786376953,,-8.950555208987872,-1.2017295604390552,5.0,70.0,8.0,3.0,2016.0
50%,,29.717599868774414,-95.34140014648438,1460247600.0,191.53399658203125,66.80899810791016,,,,32.569000244140625,,,,69.96099853515625,152.0,9.807999610900879,,-3.3823484021705705,2.424486652275944,11.0,101.0,15.0,4.0,2016.0
75%,,29.717599868774414,-95.34140014648438,1462131900.0,232.1529998779297,82.33300018310547,,,,41.73099899291992,,,,74.61799621582031,199.0,13.40999984741211,,5.342380158086288,5.948874327946543,17.0,122.0,22.0,5.0,2016.0
max,,29.717599868774414,-95.34140014648438,1463882700.0,1000.0,93.79499816894531,,,,95.32499694824219,,,,87.54900360107422,359.0,40.11600112915039,,25.699436919981235,30.78094414989265,23.0,143.0,31.0,5.0,2016.0
