,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,195072,195072.0,195072.0,195072.0,63569.0,176405.0,0.0,0.0,0.0,181377.0,0.0,0.0,0.0,192821.0,176405.0,193109.0,0.0,176405.0,176405.0,195072.0,195072.0,195072.0,195072.0,195072.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,195072,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34141540527344,1310643431.1023622,188.7364501953125,64.20015716552734,,,,32.719825744628906,,,,72.3974838256836,163.4541473388672,10.372121810913086,,-3.690035560137806,1.1851825426719405,11.503937007874017,194.98572834645668,15.78248031496063,6.920767716535433,2011.0
std,,0.0,0.0,8621072.963560918,85.74465942382812,20.024383544921875,,,,17.177989959716797,,,,13.652610778808594,87.88802337646484,5.020984172821045,,8.937074759011526,5.491416065849169,6.922961472166281,99.78074954904739,8.850426839135263,3.260835538190713,0.0
min,,29.717599868774414,-95.34140014648438,1293840000.0,-199.88699340820312,10.911999702453613,,,,-1.3200000524520874,,,,19.506999969482422,0.0,0.0,,-34.802479701446835,-31.35419905685977,0.0,1.0,1.0,1.0,2011.0
25%,,29.717599868774414,-95.34140014648438,1303430325.0,139.01800537109375,49.0359992980957,,,,20.301000595092773,,,,64.10900115966797,122.0,6.85699987411499,,-10.067416395222146,-2.2202655996493728,6.0,111.75,8.0,4.0,2011.0
50%,,29.717599868774414,-95.34140014648438,1310745450.0,167.99600219726562,67.4749984741211,,,,30.59000015258789,,,,75.1259994506836,170.0,10.027000427246094,,-5.107246580483298,0.939696777682362,12.0,196.0,16.0,7.0,2011.0
75%,,29.717599868774414,-95.34140014648438,1318060575.0,210.96800231933594,80.53299713134766,,,,42.21799850463867,,,,81.64199829101562,207.0,13.581000328063965,,2.0638408118159792,4.66979229034512,18.0,281.0,23.25,10.0,2011.0
max,,29.717599868774414,-95.34140014648438,1325375700.0,2508.7099609375,205.781005859375,,,,232.98300170898438,,,,104.6969985961914,359.0,40.93000030517578,,31.511198013737978,32.21513737646574,23.0,365.0,31.0,12.0,2011.0
