,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,57252,57252.0,57252.0,57252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57252.0,57252.0,57252.0,57252.0,57252.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,57252,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1120310850.0,,,,,,,,,,,,,,,,13.0,183.0,15.722070844686648,6.525885558583107,2005.0
std,,0.0,0.0,9152786.910884822,,,,,,,,,,,,,,,,3.741690064290911,105.93491829145081,8.841959721748871,3.46236320245773,0.0
min,,29.717599868774414,-95.34140014648438,1104562800.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,2005.0
25%,,29.717599868774414,-95.34140014648438,1112373825.0,,,,,,,,,,,,,,,,10.0,91.0,8.0,4.0,2005.0
50%,,29.717599868774414,-95.34140014648438,1120310850.0,,,,,,,,,,,,,,,,13.0,183.0,16.0,7.0,2005.0
75%,,29.717599868774414,-95.34140014648438,1128247875.0,,,,,,,,,,,,,,,,16.0,275.0,23.0,10.0,2005.0
max,,29.717599868774414,-95.34140014648438,1136058900.0,,,,,,,,,,,,,,,,19.0,365.0,31.0,12.0,2005.0
