,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,105120,105120.0,105120.0,105120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105120.0,105120.0,105120.0,105120.0,105120.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,105120,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686399459838867,-95.29472351074219,1025611050.0,,,,,,,,,,,,,,,,11.5,183.0,15.72054794520548,6.526027397260274,2002.0
std,,0.0,0.0,9103702.345749227,,,,,,,,,,,,,,,,6.92221947783099,105.36652985477825,8.796288842702898,3.4478677217661944,0.0
min,,29.686389923095703,-95.29472351074219,1009843200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2002.0
25%,,29.686389923095703,-95.29472351074219,1017727125.0,,,,,,,,,,,,,,,,5.75,92.0,8.0,4.0,2002.0
50%,,29.686389923095703,-95.29472351074219,1025611050.0,,,,,,,,,,,,,,,,11.5,183.0,16.0,7.0,2002.0
75%,,29.686389923095703,-95.29472351074219,1033494975.0,,,,,,,,,,,,,,,,17.25,274.0,23.0,10.0,2002.0
max,,29.686389923095703,-95.29472351074219,1041378900.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2002.0
