,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,114024,114024.0,114024.0,114024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114024.0,114024.0,114024.0,114024.0,114024.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,114024,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717592239379883,-95.34142303466797,1214985148.0425174,,,,,,,,,,,,,,,,13.000631446011367,183.76731214481163,15.776994316985897,6.521784887392128,2008.0
std,,0.0,0.0,9115468.923690194,,,,,,,,,,,,,,,,3.741364331520104,105.503041770979,8.802367770019883,3.4472905183809655,0.0
min,,29.717599868774414,-95.34140014648438,1199170800.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,2008.0
25%,,29.717599868774414,-95.34140014648438,1207075425.0,,,,,,,,,,,,,,,,10.0,92.0,8.0,4.0,2008.0
50%,,29.717599868774414,-95.34140014648438,1214994450.0,,,,,,,,,,,,,,,,13.0,184.0,16.0,7.0,2008.0
75%,,29.717599868774414,-95.34140014648438,1222873875.0,,,,,,,,,,,,,,,,16.0,275.0,23.0,10.0,2008.0
max,,29.717599868774414,-95.34140014648438,1230753300.0,,,,,,,,,,,,,,,,19.0,366.0,31.0,12.0,2008.0
