,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,327121,327121.0,327121.0,327121.0,265535.0,327084.0,0.0,0.0,0.0,314915.0,0.0,0.0,0.0,327084.0,327084.0,327084.0,0.0,327084.0,327084.0,327121.0,327121.0,327121.0,327121.0,327121.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,327121,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759605407715,-95.34136962890625,1488587878.9420428,177.82876586914062,61.44880294799805,,,,31.429588317871094,,,,67.20132446289062,168.25137329101562,11.017515182495117,,-4.2299756780643305,2.080190236267474,11.54537006184256,62.52622118421012,16.092552908556772,2.5554213884159074,2017.0
std,,0.0,0.0,1957119.4979159099,60.65032196044922,21.757259368896484,,,,11.815475463867188,,,,8.456528663635254,83.63864135742188,4.783242225646973,,8.873443591428652,6.580840031048853,6.926466940071966,22.65235673219722,9.13463029447373,0.8005972029968007,0.0
min,,29.717599868774414,-95.34140014648438,1483228800.0,-139.53599548339844,6.577000141143799,,,,0.1420000046491623,,,,21.423999786376953,0.0,0.0,,-29.914106788384114,-39.68758842499675,0.0,1.0,1.0,1.0,2017.0
25%,,29.717599868774414,-95.34140014648438,1487195100.0,141.6790008544922,45.76100158691406,,,,23.63599967956543,,,,61.83000183105469,123.0,7.697999954223633,,-10.318528316841153,-1.8693304872986307,6.0,46.0,8.0,2.0,2017.0
50%,,29.717599868774414,-95.34140014648438,1488963300.0,162.08900451660156,65.02300262451172,,,,30.983999252319336,,,,68.25800323486328,164.0,10.602999687194824,,-5.9119003703871735,2.206982598030516,12.0,67.0,17.0,3.0,2017.0
75%,,29.717599868774414,-95.34140014648438,1490246100.0,198.4040069580078,81.16699981689453,,,,40.21099853515625,,,,73.08499908447266,204.0,13.930000305175781,,1.8615325588935725,6.6717361166848566,18.0,82.0,24.0,3.0,2017.0
max,,29.717599868774414,-95.34140014648438,1491341700.0,789.031005859375,92.23899841308594,,,,72.572998046875,,,,86.6780014038086,359.0,41.72999954223633,,25.788120133157268,25.023746917731145,23.0,94.0,31.0,4.0,2017.0
