,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,44040,44040.0,44040.0,44040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44040.0,44040.0,44040.0,44040.0,44040.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,44040,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759796142578,-95.34141540527344,1183281676.26703,,,,,,,,,,,,,,,,8.7,182.00817438692098,15.640326975476839,6.4959128065395095,2007.0
std,,0.0,0.0,9152455.604512231,,,,,,,,,,,,,,,,8.877600438754351,105.93055262122249,8.839035023208178,3.462466625946415,0.0
min,,29.717599868774414,-95.34140014648438,1167609600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2007.0
25%,,29.717599868774414,-95.34140014648438,1175376525.0,,,,,,,,,,,,,,,,2.0,90.0,8.0,3.0,2007.0
50%,,29.717599868774414,-95.34140014648438,1183265850.0,,,,,,,,,,,,,,,,4.5,182.0,16.0,7.0,2007.0
75%,,29.717599868774414,-95.34140014648438,1191205575.0,,,,,,,,,,,,,,,,21.0,274.0,23.0,10.0,2007.0
max,,29.717599868774414,-95.34140014648438,1199145300.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2007.0
