,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,159488,159488.0,159488.0,159488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159488.0,159488.0,159488.0,159488.0,159488.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,159488,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717592239379883,-95.34142303466797,1028206183.8683788,,,,,,,,,,,,,,,,11.503736958266453,213.03611556982344,15.86597110754414,7.507825040128411,2002.0
std,,0.0,0.0,8672021.639994962,,,,,,,,,,,,,,,,6.921012699827037,100.37026187983729,8.852534048792712,3.282817749413927,0.0
min,,29.717599868774414,-95.34140014648438,1009843200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2002.0
25%,,29.717599868774414,-95.34140014648438,1021804725.0,,,,,,,,,,,,,,,,6.0,139.0,8.0,5.0,2002.0
50%,,29.717599868774414,-95.34140014648438,1029417450.0,,,,,,,,,,,,,,,,12.0,227.0,16.0,8.0,2002.0
75%,,29.717599868774414,-95.34140014648438,1035398175.0,,,,,,,,,,,,,,,,18.0,296.0,24.0,10.0,2002.0
max,,29.717599868774414,-95.34140014648438,1041378900.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2002.0
