,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,87636,87636.0,87636.0,87636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87636.0,87636.0,87636.0,87636.0,87636.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,87636,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1214983010.6463099,,,,,,,,,,,,,,,,8.705463508147337,183.92153909352322,15.78789538545803,6.5264959605641515,2008.0
std,,0.0,0.0,9107957.236587001,,,,,,,,,,,,,,,,8.87983299744755,105.41591243572987,8.798214910094515,3.4449885815699717,0.0
min,,29.717599868774414,-95.34140014648438,1199145600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2008.0
25%,,29.717599868774414,-95.34140014648438,1207099200.0,,,,,,,,,,,,,,,,2.0,93.0,8.0,4.0,2008.0
50%,,29.717599868774414,-95.34140014648438,1214971950.0,,,,,,,,,,,,,,,,5.0,184.0,16.0,7.0,2008.0
75%,,29.717599868774414,-95.34140014648438,1222895100.0,,,,,,,,,,,,,,,,21.0,275.0,23.0,10.0,2008.0
max,,29.717599868774414,-95.34140014648438,1230767700.0,,,,,,,,,,,,,,,,23.0,366.0,31.0,12.0,2008.0
