,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,210432,210432.0,210432.0,210432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210432.0,210432.0,210432.0,210432.0,210432.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,210432,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717592239379883,-95.34140014648438,1214985239.7810218,,,,,,,,,,,,,,,,11.503649635036496,183.8307481751825,15.781478102189782,6.523722627737226,2008.0
std,,0.0,0.0,9112357.89241518,,,,,,,,,,,,,,,,6.921499017386452,105.46697098411688,8.80063904641902,3.4463358665898327,0.0
min,,29.717599868774414,-95.34140014648438,1199145600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2008.0
25%,,29.717599868774414,-95.34140014648438,1207094325.0,,,,,,,,,,,,,,,,6.0,92.75,8.0,4.0,2008.0
50%,,29.717599868774414,-95.34140014648438,1214985450.0,,,,,,,,,,,,,,,,12.0,184.0,16.0,7.0,2008.0
75%,,29.717599868774414,-95.34140014648438,1222876575.0,,,,,,,,,,,,,,,,18.0,275.0,23.0,10.0,2008.0
max,,29.717599868774414,-95.34140014648438,1230767700.0,,,,,,,,,,,,,,,,23.0,366.0,31.0,12.0,2008.0
