,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,44160,44160.0,44160.0,44160.0,43303.0,31621.0,43344.0,39754.0,39754.0,37365.0,42534.0,40591.0,43493.0,39419.0,43114.0,43114.0,0.0,43114.0,43114.0,44160.0,44160.0,44160.0,44160.0,44160.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,44160,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.6863956451416,-95.29471588134766,1214860874.347826,245.92678833007812,62.371620178222656,4.579786777496338,13.634485244750977,18.468252182006836,25.33456802368164,11.955851554870605,1.7472203969955444,0.11098209768533707,70.63706970214844,159.36878967285156,5.985440731048584,,-2.232595358534859,1.1053816338668747,8.7,182.50815217391303,15.67663043478261,6.483695652173913,2008.0
std,,0.0,0.0,9177400.341484297,411.076416015625,18.581111907958984,18.24332046508789,11.796939849853516,26.383893966674805,16.564346313476562,7.180165767669678,4.165594100952148,0.22530150413513184,11.99598217010498,86.09928131103516,3.0907270908355713,,5.427512498378987,3.1168158807806425,8.877600164861743,106.21926661198638,8.854373206286999,3.4656710344274826,0.0
min,,29.686389923095703,-95.29472351074219,1199145600.0,-135.84939575195312,5.349999904632568,-2.31469988822937,-0.8270999789237976,-2.8894801139831543,-2.184890031814575,0.07050000131130219,-0.9058300256729126,-0.005100000184029341,32.599998474121094,0.0,0.0,,-17.95561386005136,-17.22210598464932,0.0,1.0,1.0,1.0,2008.0
25%,,29.686389923095703,-95.29472351074219,1206921525.0,88.40705108642578,49.88999938964844,0.28380998969078064,5.12313985824585,5.720119953155518,13.848210334777832,7.421500205993652,0.5179499983787537,0.0024999999441206455,62.79999923706055,118.5,3.5999999046325684,,-5.991625032003753,-0.7438132153311799,2.0,90.75,8.0,3.0,2008.0
50%,,29.686389923095703,-95.29472351074219,1214870250.0,147.97434997558594,66.47000122070312,0.6901999711990356,9.787400245666504,10.611300468444824,23.395179748535156,10.27430009841919,0.8688200116157532,0.0035000001080334187,72.19999694824219,161.8000030517578,5.699999809265137,,-2.944495495248944,1.0331753238658996,4.5,182.5,16.0,6.5,2008.0
75%,,29.686389923095703,-95.29472351074219,1222818975.0,238.05239868164062,77.94000244140625,1.5888299942016602,18.041612148284912,20.153767585754395,34.93955993652344,14.676524639129639,1.5393999814987183,0.08150000125169754,79.69999694824219,195.2750015258789,8.100000381469727,,1.2945682840850878,2.942265830172695,21.0,274.25,23.0,9.25,2008.0
max,,29.686389923095703,-95.29472351074219,1230767700.0,8830.921875,90.9000015258789,257.7976989746094,74.82388305664062,298.68731689453125,145.17152404785156,343.3739929199219,122.52922821044922,1.361899971961975,97.9000015258789,359.8999938964844,19.399999618530273,,18.298520688860425,16.110761655072437,23.0,366.0,31.0,12.0,2008.0
