,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,138432,138432.0,138432.0,138432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138432.0,138432.0,138432.0,138432.0,138432.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,138432,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717592239379883,-95.34142303466797,1059649194.7988905,,,,,,,,,,,,,,,,11.505547850208044,211.95977808599167,15.859223300970873,7.470873786407767,2003.0
std,,0.0,0.0,9353098.454057556,,,,,,,,,,,,,,,,6.921140632501847,108.25298404887177,8.781253893781033,3.535181500224992,0.0
min,,29.717599868774414,-95.34140014648438,1041379200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2003.0
25%,,29.717599868774414,-95.34140014648438,1051588725.0,,,,,,,,,,,,,,,,6.0,119.0,8.0,4.0,2003.0
50%,,29.717599868774414,-95.34140014648438,1061971050.0,,,,,,,,,,,,,,,,12.0,239.0,16.0,8.0,2003.0
75%,,29.717599868774414,-95.34140014648438,1067723775.0,,,,,,,,,,,,,,,,18.0,305.0,23.0,11.0,2003.0
max,,29.717599868774414,-95.34140014648438,1072914900.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2003.0
