,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,807878,807878.0,807878.0,807878.0,641814.0,807519.0,0.0,0.0,0.0,747285.0,0.0,0.0,0.0,807519.0,807519.0,807519.0,0.0,807519.0,807519.0,807878.0,807878.0,807878.0,807878.0,807878.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,807878,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34139251708984,1428581676.007516,186.64854431152344,70.49436950683594,,,,28.35362434387207,,,,68.41973876953125,154.80316162109375,10.206881523132324,,-2.855037759462934,2.8089719540077405,11.505791716075942,99.01163294457827,16.245147163309312,3.761415708807518,2015.0
std,,0.0,0.0,3115823.386228107,65.10243225097656,17.859556198120117,,,,14.772760391235352,,,,11.154773712158203,91.46183776855469,4.610045433044434,,8.648414247084252,5.881872613166416,6.91810163222398,36.06373132801534,8.486547048501347,1.1979009563193024,0.0
min,,29.717599868774414,-95.34140014648438,1420070400.0,-47.560001373291016,13.121999740600586,,,,-0.7649999856948853,,,,28.979999542236328,0.0,0.0,,-31.70164988944231,-36.93384660006053,0.0,1.0,1.0,1.0,2015.0
25%,,29.717599868774414,-95.34140014648438,1426401600.0,141.8249969482422,59.28099822998047,,,,18.47100067138672,,,,63.68000030517578,110.0,7.163000106811523,,-9.050179630789085,-0.4297828726670525,6.0,74.0,9.0,3.0,2015.0
50%,,29.717599868774414,-95.34140014648438,1429181100.0,172.0959930419922,74.64399719238281,,,,26.447999954223633,,,,71.13300323486328,151.0,9.74899959564209,,-4.724120439319266,3.0628859786753906,12.0,106.0,17.0,4.0,2015.0
75%,,29.717599868774414,-95.34140014648438,1431209700.0,215.34500122070312,85.57599639892578,,,,36.67900085449219,,,,76.68599700927734,187.0,13.0,,4.38372526439177,6.729810983590792,17.0,129.0,24.0,5.0,2015.0
max,,29.717599868774414,-95.34140014648438,1433043300.0,1000.0,94.46099853515625,,,,192.3679962158203,,,,89.35700225830078,359.0,39.41400146484375,,39.19808598404512,27.377297930206176,23.0,151.0,31.0,5.0,2015.0
