,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,57408,57408.0,57408.0,57408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57408.0,57408.0,57408.0,57408.0,57408.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,57408,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1088645954.347826,,,,,,,,,,,,,,,,13.0,182.50815217391303,15.67663043478261,6.483695652173913,2004.0
std,,0.0,0.0,9177330.59939875,,,,,,,,,,,,,,,,3.7416899754921507,106.21898906898976,8.854350070472272,3.4656619788883614,0.0
min,,29.717599868774414,-95.34140014648438,1072940400.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,2004.0
25%,,29.717599868774414,-95.34140014648438,1080706425.0,,,,,,,,,,,,,,,,10.0,90.75,8.0,3.0,2004.0
50%,,29.717599868774414,-95.34140014648438,1088645250.0,,,,,,,,,,,,,,,,13.0,182.5,16.0,6.5,2004.0
75%,,29.717599868774414,-95.34140014648438,1096584075.0,,,,,,,,,,,,,,,,16.0,274.25,23.0,9.25,2004.0
max,,29.717599868774414,-95.34140014648438,1104522900.0,,,,,,,,,,,,,,,,19.0,366.0,31.0,12.0,2004.0
