,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,20311,20311.0,20311.0,20311.0,16252.0,20309.0,0.0,0.0,0.0,20311.0,0.0,0.0,0.0,20309.0,20309.0,20309.0,0.0,20309.0,20309.0,20311.0,20311.0,20311.0,20311.0,20311.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,20311,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759796142578,-95.34141540527344,1284289621.9437742,163.2183837890625,52.08148956298828,,,,54.571372985839844,,,,77.7546157836914,167.8706512451172,9.423637390136719,,-3.7590184987918995,1.089225724620943,15.21845305499483,254.80995519669145,15.20422431194919,8.903845207030672,2010.0
std,,0.0,0.0,5859902.311038412,50.61255645751953,16.739553451538086,,,,13.98865795135498,,,,10.789438247680664,82.36680603027344,4.845064163208008,,7.786717576526677,6.0277370443354314,7.046709614122747,67.81232262143511,8.959833993289084,2.2548946671818673,0.0
min,,29.717599868774414,-95.34140014648438,1273084800.0,-1917.6300048828125,9.312999725341797,,,,40.000999450683594,,,,45.38100051879883,0.0,0.0,,-28.33480928358005,-24.26251690417045,0.0,125.0,1.0,5.0,2010.0
25%,,29.717599868774414,-95.34140014648438,1280105250.0,134.3287467956543,42.36000061035156,,,,44.49600028991699,,,,70.1709976196289,127.0,5.923999786376953,,-9.232479999221546,-2.6553198222918954,10.0,207.0,7.0,7.0,2010.0
50%,,29.717599868774414,-95.34140014648438,1285886400.0,156.07000732421875,52.222999572753906,,,,50.249000549316406,,,,79.19200134277344,170.0,8.993000030517578,,-4.740599995280069,0.8359978844355371,18.0,273.0,15.0,9.0,2010.0
75%,,29.717599868774414,-95.34140014648438,1289105850.0,185.0124969482422,62.709999084472656,,,,60.48699951171875,,,,86.08399963378906,215.0,12.543000221252441,,0.845773243231725,4.92171747182742,20.5,311.0,23.0,11.0,2010.0
max,,29.717599868774414,-95.34140014648438,1293831300.0,824.1859741210938,92.33899688720703,,,,159.572998046875,,,,99.6259994506836,359.0,30.469999313354492,,26.61912083458505,30.007092234281977,23.0,365.0,31.0,12.0,2010.0
