,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,110816,110816.0,110816.0,110816.0,107480.0,96573.0,106338.0,106338.0,106338.0,106702.0,92747.0,106947.0,102030.0,110725.0,102189.0,110540.0,0.0,102189.0,102189.0,110816.0,110816.0,110816.0,110816.0,110816.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,110816,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686399459838867,-95.29471588134766,1310296898.8016171,220.1316375732422,63.434112548828125,5.913272380828857,10.466036796569824,16.344039916992188,24.061811447143555,10.905797958374023,1.1034820079803467,0.29184621572494507,70.24195861816406,169.29904174804688,5.971461772918701,,-1.9247765936556973,0.7486286987812631,11.505378284724227,190.97487727403984,15.993935893733758,6.778804504764655,2011.0
std,,0.0,0.0,9471709.018154938,243.56178283691406,17.835933685302734,22.057537078857422,10.549355506896973,28.44407081604004,16.148582458496094,6.235880374908447,2.8934528827667236,0.4331763684749603,14.974324226379395,90.30270385742188,3.1334383487701416,,5.324403817447956,3.23580458078868,6.920496421308405,109.62556223484543,8.792622990784665,3.5713495133093294,0.0
min,,29.686389923095703,-95.29472351074219,1293840000.0,-147.22998046875,6.380000114440918,-0.47154000401496887,-15.965669631958008,-15.415650367736816,-1.5709999799728394,-0.13729999959468842,-1.0317800045013428,-0.0008999999845400453,21.200000762939453,0.0,0.0,,-18.97908262672672,-13.91545364450381,0.0,1.0,1.0,1.0,2011.0
25%,,29.686389923095703,-95.29472351074219,1302064725.0,114.10257720947266,50.529998779296875,0.2709299921989441,3.447969913482666,4.11706018447876,12.325909614562988,6.929849863052368,0.13151000440120697,0.00019999999494757503,59.79999923706055,118.0,3.5,,-5.619231388231954,-1.2996361480669594,6.0,96.0,8.0,4.0,2011.0
50%,,29.686389923095703,-95.29472351074219,1310375850.0,170.4657440185547,67.16999816894531,0.7856400012969971,7.021269798278809,8.010765075683594,22.73008918762207,9.666399955749512,0.3364799916744232,0.004800000227987766,72.80000305175781,169.0,5.699999809265137,,-2.3429667240961067,0.6064589196203797,12.0,192.0,16.0,7.0,2011.0
75%,,29.686389923095703,-95.29472351074219,1318686975.0,245.63925170898438,78.0999984741211,2.3184499740600586,13.744649887084961,16.46085786819458,33.005316734313965,13.750349998474121,0.9534299969673157,0.4952000081539154,81.0999984741211,212.1999969482422,8.100000381469727,,1.448202575190078,2.7617942969214173,18.0,288.0,24.0,10.0,2011.0
max,,29.686389923095703,-95.29472351074219,1325375700.0,5105.2236328125,94.06999969482422,450.1922302246094,83.67273712158203,481.196533203125,126.73607635498047,125.70099639892578,102.79659271240234,1.829200029373169,104.30000305175781,359.8999938964844,21.0,,17.518681271705542,17.87707649359693,23.0,365.0,31.0,12.0,2011.0
