,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,16334,16334.0,16334.0,16334.0,14776.0,16326.0,16025.0,16025.0,16025.0,16334.0,15820.0,15924.0,16313.0,16326.0,16326.0,16326.0,0.0,16326.0,16326.0,16334.0,16334.0,16334.0,16334.0,16334.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,16334,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.68639373779297,-95.29472351074219,1341125622.4562263,133.50540161132812,49.11586380004883,0.7082821130752563,6.970442771911621,7.676141738891602,53.102088928222656,11.825379371643066,1.2263007164001465,0.6871188282966614,80.18292999267578,157.04331970214844,6.192055702209473,,-2.422786457719678,1.4060707474616225,15.874739806538509,182.60677115219787,16.990510591404433,6.446430757928248,2012.0
std,,0.0,0.0,7205155.942656658,72.46160888671875,13.53164005279541,0.8108063340187073,4.30593729019165,4.752723693847656,12.392951011657715,6.99069356918335,2.2869515419006348,0.5111298561096191,7.853582382202148,83.47362518310547,2.6726391315460205,,5.004710613419902,3.5485720401879615,6.973626387160737,83.35192680669385,7.985842525300304,2.7395641912892423,0.0
min,,29.686389923095703,-95.29472351074219,1325623500.0,-119.6098403930664,8.789999961853027,-1.4184499979019165,0.6718599796295166,0.6295899748802185,40.00199890136719,-0.06629999727010727,-0.6092699766159058,-0.0017999999690800905,52.099998474121094,0.0,0.0,,-17.042391861603427,-15.459257596345672,0.0,3.0,1.0,1.0,2012.0
25%,,29.686389923095703,-95.29472351074219,1335133275.0,89.70741271972656,40.60249900817871,0.2550700008869171,4.124690055847168,4.640970230102539,44.058250427246094,7.528475046157837,0.24944749847054482,0.1737000048160553,75.9000015258789,109.5,4.300000190734863,,-5.7625892420242675,-0.9856581443876439,15.0,113.0,10.0,4.0,2012.0
50%,,29.686389923095703,-95.29472351074219,1339958850.0,130.0392303466797,48.90999984741211,0.5087500214576721,5.869050025939941,6.4539899826049805,50.14628982543945,11.01579999923706,0.5796599984169006,0.6947000026702881,80.69999694824219,155.39999389648438,5.900000095367432,,-3.0512857714064707,1.6906799520684987,18.0,169.0,19.0,6.0,2012.0
75%,,29.686389923095703,-95.29472351074219,1348157325.0,170.07310485839844,57.790000915527344,0.868399977684021,8.51626968383789,9.258480072021484,57.64071559906006,15.004975080490112,1.3104300498962402,1.138100028038025,85.0,195.0,7.800000190734863,,1.2318255314223536,3.9815279758502244,21.0,264.0,24.0,9.0,2012.0
max,,29.686389923095703,-95.29472351074219,1356474300.0,2333.67333984375,87.08999633789062,18.72747039794922,60.48020935058594,65.62822723388672,131.88941955566406,145.96299743652344,62.87990951538086,1.9364999532699585,101.0999984741211,359.79998779296875,17.600000381469727,,13.852589979171258,12.544080753998804,23.0,360.0,31.0,12.0,2012.0
