,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,74556,74556.0,74556.0,74556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74556.0,74556.0,74556.0,74556.0,74556.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,74556,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1153738145.0265572,,,,,,,,,,,,,,,,8.706422018348624,205.06888781586994,15.862385321100918,7.248028327699984,2006.0
std,,0.0,0.0,8466176.50099088,,,,,,,,,,,,,,,,8.880241952682827,97.98771150553443,8.866318466947076,3.2038837427423204,0.0
min,,29.717599868774414,-95.34140014648438,1136073600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2006.0
25%,,29.717599868774414,-95.34140014648438,1147478700.0,,,,,,,,,,,,,,,,2.0,133.0,8.0,5.0,2006.0
50%,,29.717599868774414,-95.34140014648438,1154155350.0,,,,,,,,,,,,,,,,5.0,210.0,16.0,7.0,2006.0
75%,,29.717599868774414,-95.34140014648438,1160882400.0,,,,,,,,,,,,,,,,21.0,288.0,24.0,10.0,2006.0
max,,29.717599868774414,-95.34140014648438,1167609300.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2006.0
