,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,44160,44160.0,44160.0,44160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44160.0,44160.0,44160.0,44160.0,44160.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,44160,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759605407715,-95.34141540527344,1088630474.347826,,,,,,,,,,,,,,,,8.7,182.50815217391303,15.67663043478261,6.483695652173913,2004.0
std,,0.0,0.0,9177400.341484297,,,,,,,,,,,,,,,,8.877600164861743,106.21926661198638,8.854373206286999,3.4656710344274826,0.0
min,,29.717599868774414,-95.34140014648438,1072915200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2004.0
25%,,29.717599868774414,-95.34140014648438,1080691125.0,,,,,,,,,,,,,,,,2.0,90.75,8.0,3.0,2004.0
50%,,29.717599868774414,-95.34140014648438,1088639850.0,,,,,,,,,,,,,,,,4.5,182.5,16.0,6.5,2004.0
75%,,29.717599868774414,-95.34140014648438,1096588575.0,,,,,,,,,,,,,,,,21.0,274.25,23.0,9.25,2004.0
max,,29.717599868774414,-95.34140014648438,1104537300.0,,,,,,,,,,,,,,,,23.0,366.0,31.0,12.0,2004.0
