,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,98432,98432.0,98432.0,98432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98432.0,98432.0,98432.0,98432.0,98432.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,98432,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717592239379883,-95.34142303466797,1028256411.7685306,,,,,,,,,,,,,,,,11.506054941482445,213.61736020806242,15.993498049414825,7.530234070221066,2002.0
std,,0.0,0.0,4988304.548081266,,,,,,,,,,,,,,,,6.920283453855097,57.73444542952706,8.90260015786868,1.8680721414027572,0.0
min,,29.717599868774414,-95.34140014648438,1017619200.0,,,,,,,,,,,,,,,,0.0,91.0,1.0,4.0,2002.0
25%,,29.717599868774414,-95.34140014648438,1025001525.0,,,,,,,,,,,,,,,,6.0,176.0,8.0,6.0,2002.0
50%,,29.717599868774414,-95.34140014648438,1028726250.0,,,,,,,,,,,,,,,,12.0,219.0,16.0,8.0,2002.0
75%,,29.717599868774414,-95.34140014648438,1032417375.0,,,,,,,,,,,,,,,,18.0,262.0,24.0,9.0,2002.0
max,,29.717599868774414,-95.34140014648438,1036108500.0,,,,,,,,,,,,,,,,23.0,304.0,31.0,10.0,2002.0
