,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,61632,61632.0,61632.0,61632.0,59688.0,53237.0,59046.0,59046.0,59046.0,59348.0,48393.0,59534.0,52914.0,61588.0,53222.0,61573.0,0.0,53222.0,53222.0,61632.0,61632.0,61632.0,61632.0,61632.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,61632,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29472351074219,1310860650.0,168.7171630859375,61.069698333740234,3.158546209335327,7.949069499969482,11.118989944458008,27.02439308166504,11.8373384475708,0.7324396371841431,0.37633562088012695,79.97636413574219,174.05844116210938,6.016097068786621,,-3.179251092192046,0.42877655793407393,11.5,197.5,15.789719626168225,7.009345794392523,2011.0
std,,0.0,0.0,5337531.0696987985,158.18649291992188,16.806711196899414,12.193923950195312,9.434828758239746,19.017803192138672,17.873611450195312,6.439136028289795,2.2703678607940674,0.4943307936191559,8.846395492553711,75.13987731933594,3.260045051574707,,4.7444954653271765,3.1044981191027823,6.922242710521599,61.77630549773006,8.827476209691033,1.997656529806695,0.0
min,,29.686389923095703,-95.29472351074219,1301616000.0,-102.56268310546875,10.800000190734863,-0.47154000401496887,-15.965669631958008,-15.415650367736816,-1.5709999799728394,-0.13729999959468842,-0.67399001121521,-0.0008999999845400453,46.29999923706055,0.0,0.0,,-18.585015749128694,-13.91545364450381,0.0,91.0,1.0,4.0,2011.0
25%,,29.686389923095703,-95.29472351074219,1306238325.0,94.81842803955078,48.25,0.21277999877929688,2.647670030593872,3.2971200942993164,14.132100105285645,7.521900177001953,0.08275000005960464,0.00019999999494757503,75.69999694824219,140.8000030517578,3.299999952316284,,-6.366661521938165,-1.5378810050714506,5.75,144.0,8.0,5.0,2011.0
50%,,29.686389923095703,-95.29472351074219,1310860650.0,140.67559814453125,64.26000213623047,0.5850499868392944,4.8213701248168945,5.551730155944824,24.563060760498047,10.647299766540527,0.20198999345302582,0.0471000000834465,80.30000305175781,176.89999389648438,5.699999809265137,,-3.2944007685177965,0.20468461305166036,11.5,197.5,16.0,7.0,2011.0
75%,,29.686389923095703,-95.29472351074219,1315482975.0,197.81698608398438,75.6500015258789,1.3353500366210938,9.426369667053223,11.100382566452026,37.027320861816406,15.163900375366211,0.5083400011062622,0.7175749838352203,85.5,209.3000030517578,8.300000190734863,,-0.6128252279440849,2.282091341419962,17.25,251.0,23.0,9.0,2011.0
max,,29.686389923095703,-95.29472351074219,1320105300.0,5105.2236328125,89.69000244140625,218.02413940429688,83.67273712158203,278.76690673828125,126.73607635498047,101.00700378417969,102.79659271240234,1.829200029373169,104.30000305175781,359.8999938964844,21.0,,17.518681271705542,15.987062605790276,23.0,304.0,31.0,10.0,2011.0
