,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,61632,61632.0,61632.0,61632.0,43976.0,61578.0,0.0,0.0,0.0,59413.0,0.0,0.0,0.0,61578.0,61411.0,61411.0,0.0,61411.0,61411.0,61632.0,61632.0,61632.0,61632.0,61632.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,61632,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759605407715,-95.34142303466797,1342483050.0,168.8525848388672,64.95831298828125,,,,32.610740661621094,,,,78.81526184082031,165.08612060546875,8.835670471191406,,-3.837962786254132,0.47096235525354874,11.5,198.5,15.789719626168225,7.009345794392523,2012.0
std,,0.0,0.0,5337531.0696987985,74.42411041259766,16.78717041015625,,,,19.213336944580078,,,,7.567307949066162,80.93814086914062,4.278579235076904,,7.452308237030906,5.087994230847249,6.922242710521599,61.77630549773006,8.827476209691033,1.997656529806695,0.0
min,,29.717599868774414,-95.34140014648438,1333238400.0,-76.16000366210938,11.180999755859375,,,,1.725000023841858,,,,46.08399963378906,0.0,0.0,,-31.074120165593524,-32.66034838850177,0.0,92.0,1.0,4.0,2012.0
25%,,29.717599868774414,-95.34140014648438,1337860725.0,119.85600090026855,52.5027494430542,,,,17.349000930786133,,,,74.81900024414062,129.0,5.954999923706055,,-8.933475286379757,-2.882225463252303,5.75,145.0,8.0,5.0,2012.0
50%,,29.717599868774414,-95.34140014648438,1342483050.0,154.1280059814453,67.8219985961914,,,,29.73900032043457,,,,79.2495002746582,175.0,8.404000282287598,,-4.782099453750315,0.4394657845879894,11.5,198.5,16.0,7.0,2012.0
75%,,29.717599868774414,-95.34140014648438,1347105375.0,193.89599609375,79.27200317382812,,,,44.17399978637695,,,,83.44599914550781,210.0,11.281499862670898,,0.8358104269593292,3.913847538790635,17.25,252.0,23.0,9.0,2012.0
max,,29.717599868774414,-95.34140014648438,1351727700.0,2075.919921875,93.54399871826172,,,,153.96200561523438,,,,102.5780029296875,359.0,34.57699966430664,,28.385031176477998,29.084946433839274,23.0,305.0,31.0,10.0,2012.0
