,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,125157,125157.0,125157.0,125157.0,0.0,125157.0,0.0,123948.0,123948.0,125157.0,124492.0,120948.0,125157.0,125157.0,125157.0,125157.0,0.0,125157.0,125157.0,125157.0,125157.0,125157.0,125157.0,125157.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,125157,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686399459838867,-95.29470825195312,1429367202.6558642,,56.093589782714844,,6.421205997467041,7.495086193084717,50.307289123535156,8.213500022888184,0.247142493724823,0.5447428226470947,68.06985473632812,165.59925842285156,6.476404190063477,,-3.63255094862889,1.3749428823078547,14.554367714151025,107.97647754420449,16.297210703356583,4.058973928745496,2015.0
std,,0.0,0.0,2432339.9826923837,,17.657861709594727,,3.421663999557495,3.7207858562469482,9.865165710449219,4.15978479385376,0.879595935344696,0.4723857343196869,24.792688369750977,68.29949188232422,2.7910046577453613,,4.2966478231880325,4.023265465082459,7.7010749806376015,28.226289008775048,9.790508515237226,1.0187514245796234,0.0
min,,29.686389923095703,-95.29472351074219,1421512200.0,,17.739999771118164,,0.777649998664856,0.45903000235557556,40.01070022583008,-0.06400000303983688,-0.8195300102233887,0.0003800000122282654,-19.399999618530273,0.30000001192092896,0.30000001192092896,,-20.2920853353192,-15.133220650590784,0.0,17.0,1.0,1.0,2015.0
25%,,29.686389923095703,-95.29472351074219,1428946500.0,,39.619998931884766,,3.9825398921966553,4.923610210418701,43.25590133666992,5.511099815368652,-0.21398000419139862,0.0042500002309679985,70.5,122.5,4.400000095367432,,-6.434407598595157,-1.2236764126858215,7.0,103.0,5.0,4.0,2015.0
50%,,29.686389923095703,-95.29472351074219,1430002800.0,,56.95000076293945,,5.661739826202393,6.799210071563721,47.162200927734375,7.803500175476074,0.04938000068068504,0.492000013589859,75.4000015258789,154.8000030517578,6.300000190734863,,-3.9244729619426906,2.0359561919030242,18.0,115.0,19.0,4.0,2015.0
75%,,29.686389923095703,-95.29472351074219,1430728800.0,,70.41999816894531,,8.048399925231934,9.296440124511719,54.6161003112793,10.159299850463867,0.3950600028038025,0.9865000247955322,79.30000305175781,196.8000030517578,8.199999809265137,,-1.1948696378214985,4.073830573163978,21.0,124.0,25.0,5.0,2015.0
max,,29.686389923095703,-95.29472351074219,1433011500.0,,96.29000091552734,,25.710599899291992,31.826400756835938,101.54399871826172,32.9718017578125,15.130499839782715,1.5420000553131104,87.5999984741211,359.70001220703125,22.399999618530273,,11.042363225442312,12.503853127477006,23.0,150.0,30.0,5.0,2015.0
