,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,426344,426344.0,426344.0,426344.0,0.0,426344.0,0.0,406792.0,406792.0,413493.0,389424.0,412684.0,426344.0,426344.0,426344.0,426344.0,0.0,426344.0,426344.0,426344.0,426344.0,426344.0,426344.0,426344.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,426344,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686399459838867,-95.29473876953125,1461758175.8253899,,73.37134552001953,,10.278879165649414,14.234710693359375,29.847396850585938,10.341259956359863,0.3043845295906067,0.2655014395713806,73.03486633300781,152.7590789794922,5.438994884490967,,-1.2310832719819025,1.5102895108500891,11.381515865123,118.00407886589232,13.690604300752444,4.443782485504663,2016.0
std,,0.0,0.0,1209274.9047183224,,18.963397979736328,,8.425021171569824,16.522829055786133,16.55866050720215,4.962442398071289,1.0483927726745605,0.389884352684021,6.508537292480469,97.66325378417969,3.1803836822509766,,5.029301274988183,3.25686261209584,6.926693611308054,13.996362106207688,8.011350016298366,0.4968301219063319,0.0
min,,29.686389923095703,-95.29472351074219,1459468800.0,,17.31999969482422,,0.39180999994277954,-0.24966000020503998,0.17242999374866486,-0.04960000142455101,-1.2239099740982056,0.00013000000035390258,49.20000076293945,0.0,0.0,,-19.638029122178413,-17.191794909097553,0.0,92.0,1.0,4.0,2016.0
25%,,29.686389923095703,-95.29472351074219,1460747400.0,,62.72999954223633,,4.220900058746338,4.993150234222412,17.871000289916992,6.912399768829346,-0.2812899947166443,0.0012499999720603228,69.0999984741211,81.0,3.0,,-4.59719780428784,-0.4760120041747409,5.0,106.0,7.0,4.0,2016.0
50%,,29.686389923095703,-95.29472351074219,1461835050.0,,78.62000274658203,,7.357490062713623,8.666680335998535,29.399200439453125,9.782899856567383,0.06537999957799911,0.019999999552965164,73.69999694824219,153.3000030517578,5.0,,-1.0470972767331321,1.0028809771225842,11.0,119.0,13.0,4.0,2016.0
75%,,29.686389923095703,-95.29472351074219,1462803900.0,,87.88999938964844,,13.944999694824219,16.908599853515625,40.5166015625,13.28950023651123,0.5791299939155579,0.42899999022483826,77.30000305175781,197.6999969482422,7.400000095367432,,2.3982309993854907,3.183858599803871,17.0,130.0,19.0,5.0,2016.0
max,,29.686389923095703,-95.29472351074219,1463884800.0,,99.11000061035156,,54.337501525878906,245.14599609375,83.46690368652344,49.14289855957031,13.148799896240234,1.465499997138977,88.30000305175781,359.8999938964844,26.100000381469727,,17.1546082211735,16.698883262387707,23.0,143.0,30.0,5.0,2016.0
