,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,57096,57096.0,57096.0,57096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57096.0,57096.0,57096.0,57096.0,57096.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,57096,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.6863956451416,-95.29471588134766,1057109486.0655738,,,,,,,,,,,,,,,,13.0,182.50273224043715,15.680327868852459,6.5109289617486334,2003.0
std,,0.0,0.0,9128249.78142687,,,,,,,,,,,,,,,,3.7416901535749174,105.65092342733503,8.81784343269022,3.4552299844103045,0.0
min,,29.686389923095703,-95.29472351074219,1041404400.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,2003.0
25%,,29.686389923095703,-95.29472351074219,1049203725.0,,,,,,,,,,,,,,,,10.0,91.0,8.0,4.0,2003.0
50%,,29.686389923095703,-95.29472351074219,1057109250.0,,,,,,,,,,,,,,,,13.0,182.5,16.0,7.0,2003.0
75%,,29.686389923095703,-95.29472351074219,1065014775.0,,,,,,,,,,,,,,,,16.0,274.0,23.0,10.0,2003.0
max,,29.686389923095703,-95.29472351074219,1072900500.0,,,,,,,,,,,,,,,,19.0,365.0,31.0,12.0,2003.0
