,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,15270,15270.0,15270.0,15270.0,14116.0,9554.0,15117.0,15117.0,15117.0,15270.0,14508.0,14826.0,15258.0,14909.0,14957.0,14957.0,0.0,14957.0,14957.0,15270.0,15270.0,15270.0,15270.0,15270.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,15270,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.68639373779297,-95.29473114013672,1213815552.3575637,154.61007690429688,48.5956916809082,0.7985968589782715,7.6632490158081055,8.491323471069336,53.010215759277344,11.486330032348633,2.367459297180176,0.6342661380767822,76.94712829589844,155.21630859375,6.951895236968994,,-2.1512489700471757,1.8513989229606747,16.504125736738704,170.0843483955468,16.257236411263918,6.059462999345121,2008.0
std,,0.0,0.0,7667975.038657364,98.17465209960938,14.096698760986328,0.8698393106460571,4.582304000854492,5.0347113609313965,11.878020286560059,6.773871898651123,4.241754055023193,0.44990819692611694,8.878811836242676,88.25997924804688,2.876607656478882,,5.657319369835972,4.067628533963033,6.585355182543547,88.70469535788973,8.757230203780402,2.9124362421408705,0.0
min,,29.686389923095703,-95.29472351074219,1200078900.0,-150.9437713623047,7.920000076293945,-2.31469988822937,0.12687000632286072,0.12392999976873398,40.00313949584961,-0.34610000252723694,-0.4845300018787384,-0.0008999999845400453,50.79999923706055,0.0,0.10000000149011612,,-17.95561386005136,-15.182017067770113,0.0,11.0,1.0,1.0,2008.0
25%,,29.686389923095703,-95.29472351074219,1207712025.0,102.02237701416016,39.75,0.2691499888896942,4.738080024719238,5.293799877166748,44.62910556793213,6.948349952697754,0.6683975011110306,0.2071000039577484,70.5999984741211,108.0,5.0,,-5.985588301796513,-0.6679202022643194,16.0,100.0,9.0,4.0,2008.0
50%,,29.686389923095703,-95.29472351074219,1211045250.0,136.77809143066406,49.58000183105469,0.6206499934196472,6.688049793243408,7.488259792327881,50.44942092895508,9.936450004577637,1.126420021057129,0.6490499973297119,76.5,148.6999969482422,6.599999904632568,,-3.1614716568685766,2.1194520752273838,19.0,138.0,17.0,5.0,2008.0
75%,,29.686389923095703,-95.29472351074219,1221843225.0,178.48045349121094,57.459999084472656,1.1124900579452515,9.358059883117676,10.397939682006836,57.618900299072266,14.568674802780151,2.359260082244873,1.031974971294403,84.19999694824219,191.1999969482422,8.600000381469727,,2.371459172130989,4.632130282409774,21.0,263.0,24.0,9.0,2008.0
max,,29.686389923095703,-95.29472351074219,1230677100.0,1514.8656005859375,85.4000015258789,12.163229942321777,51.18330001831055,58.282310485839844,147.8492431640625,54.874698638916016,75.78315734863281,1.7275999784469604,97.9000015258789,359.8999938964844,18.5,,16.524536082927927,16.110761655072437,23.0,365.0,31.0,12.0,2008.0
