,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,105696,105696.0,105696.0,105696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105696.0,105696.0,105696.0,105696.0,105696.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,105696,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34142303466797,1183291756.26703,,,,,,,,,,,,,,,,11.5,182.00817438692098,15.640326975476839,6.4959128065395095,2007.0
std,,0.0,0.0,9152373.116090119,,,,,,,,,,,,,,,,6.922219298399748,105.92985105887439,8.838976483589414,3.4624436945431873,0.0
min,,29.717599868774414,-95.34140014648438,1167609600.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2007.0
25%,,29.717599868774414,-95.34140014648438,1175363925.0,,,,,,,,,,,,,,,,5.75,90.0,8.0,3.0,2007.0
50%,,29.717599868774414,-95.34140014648438,1183291050.0,,,,,,,,,,,,,,,,11.5,182.0,16.0,7.0,2007.0
75%,,29.717599868774414,-95.34140014648438,1191218175.0,,,,,,,,,,,,,,,,17.25,274.0,23.0,10.0,2007.0
max,,29.717599868774414,-95.34140014648438,1199145300.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2007.0
