,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,18228,18228.0,18228.0,18228.0,16948.0,16831.0,15225.0,17925.0,17925.0,18228.0,13805.0,14892.0,18195.0,18214.0,18220.0,18219.0,0.0,18219.0,18219.0,18228.0,18228.0,18228.0,18228.0,18228.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,18228,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686391830444336,-95.29471588134766,1276745447.5312705,185.7943878173828,53.7128791809082,0.6304674744606018,7.556884765625,8.290497779846191,52.78681564331055,11.521681785583496,1.9635075330734253,0.6555992960929871,77.07689666748047,163.44615173339844,6.8385701179504395,,-2.5904688958111417,1.5834333843172905,15.668861092824226,167.47443493526444,16.37398507790213,6.0023590081193765,2010.0
std,,0.0,0.0,7672801.237327747,72.99674987792969,17.192333221435547,0.9432458281517029,4.35438346862793,4.739742755889893,12.220673561096191,6.924797534942627,2.9303994178771973,0.511377215385437,10.879141807556152,81.10493469238281,2.7230889797210693,,5.033306905076587,4.430726881926413,7.168841515074467,88.76213544522086,9.112103176568525,2.93506934505405,0.0
min,,29.686389923095703,-95.29472351074219,1263839700.0,-167.26968383789062,9.890000343322754,-11.767990112304688,-5.276710033416748,-4.777180194854736,40.00086975097656,-0.17389999330043793,-7.917379856109619,-0.0036200000904500484,50.20000076293945,0.0,0.0,,-16.561627307304768,-17.75528769822486,0.0,18.0,1.0,1.0,2010.0
25%,,29.686389923095703,-95.29472351074219,1270325325.0,154.5042724609375,40.83000183105469,0.24919000267982483,4.774980068206787,5.292550086975098,43.979644775390625,6.564599990844727,0.4515700042247772,0.11055000126361847,68.30000305175781,117.19999694824219,4.800000190734863,,-5.876730958879855,-1.4020880540805283,15.0,93.0,8.0,4.0,2010.0
50%,,29.686389923095703,-95.29472351074219,1274158650.0,189.2496337890625,54.22999954223633,0.5357999801635742,6.536900043487549,7.192409992218018,49.30550003051758,10.524299621582031,1.0074100494384766,0.652999997138977,77.19999694824219,155.0,6.5,,-3.5325891091455754,2.0246859322870523,18.0,138.0,16.0,5.0,2010.0
75%,,29.686389923095703,-95.29472351074219,1284475275.0,222.62216186523438,65.18000030517578,0.917680025100708,9.094289779663086,9.979249954223633,57.87355995178223,15.348600387573242,2.5428900718688965,1.1224000453948975,86.4000015258789,202.8000030517578,8.600000381469727,,0.6048918762943373,4.79061230381593,21.0,257.0,25.0,9.0,2010.0
max,,29.686389923095703,-95.29472351074219,1292880300.0,651.5896606445312,94.94999694824219,8.997030258178711,55.90135955810547,56.587650299072266,138.3250274658203,59.97079849243164,36.315528869628906,1.7654000520706177,99.0,359.8999938964844,18.200000762939453,,16.18315024289226,15.123730938552391,23.0,354.0,31.0,12.0,2010.0
