,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,61632,61632.0,61632.0,61632.0,58574.0,32038.0,58387.0,50083.0,50083.0,49862.0,57608.0,58128.0,59922.0,50741.0,59255.0,59255.0,0.0,59255.0,59255.0,61632.0,61632.0,61632.0,61632.0,61632.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,61632,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29472351074219,1216252650.0,246.16143798828125,65.547607421875,5.061021327972412,11.625938415527344,17.058351516723633,25.815336227416992,13.182290077209473,1.9709241390228271,0.31704050302505493,77.3991928100586,158.3383026123047,5.386693000793457,,-2.3517983002036895,0.8164268045888985,11.5,198.5,15.789719626168225,7.009345794392523,2008.0
std,,0.0,0.0,5337531.0696987985,503.0057373046875,15.809148788452148,17.107566833496094,11.135597229003906,25.544715881347656,19.199493408203125,7.873165130615234,4.76394510269165,0.4240190386772156,8.477470397949219,83.50677490234375,2.9637486934661865,,4.690130228680125,3.0993265090668807,6.922242710521599,61.77630549773006,8.827476209691033,1.997656529806695,0.0
min,,29.686389923095703,-95.29472351074219,1207008000.0,-58.29848861694336,12.100000381469727,-2.31469988822937,-0.2537499964237213,-0.35409998893737793,-2.87893009185791,-0.34610000252723694,-0.7699000239372253,-0.005100000184029341,46.0,0.0,0.0,,-18.321415309607552,-15.182017067770113,0.0,92.0,1.0,4.0,2008.0
25%,,29.686389923095703,-95.29472351074219,1211630325.0,76.72917175292969,54.209999084472656,0.30237001180648804,3.854249954223633,4.676519870758057,11.597610473632812,7.853250026702881,0.5354899764060974,0.002899999963119626,73.0,111.39998626708984,3.0,,-5.547254906534666,-1.0652381540878313,5.75,145.0,8.0,5.0,2008.0
50%,,29.686389923095703,-95.29472351074219,1216252650.0,127.43353271484375,68.88999938964844,0.8346899747848511,7.592770099639893,8.758020401000977,22.372129440307617,11.08774995803833,0.8500400185585022,0.04430000111460686,78.30000305175781,163.1999969482422,5.0,,-2.5163514012581616,0.7853162822141273,11.5,198.5,16.0,7.0,2008.0
75%,,29.686389923095703,-95.29472351074219,1220874975.0,215.42636108398438,79.0,2.3075599670410156,15.297329902648926,18.61901092529297,37.18449020385742,16.56564998626709,1.474020004272461,0.5684000253677368,82.80000305175781,202.39999389648438,7.400000095367432,,0.7711247470953728,2.699798492326053,17.25,252.0,23.0,9.0,2008.0
max,,29.686389923095703,-95.29472351074219,1225497300.0,11910.3193359375,90.23999786376953,328.4375915527344,81.76407623291016,386.5663757324219,147.8492431640625,105.99099731445312,129.10606384277344,1.7275999784469604,97.9000015258789,359.8999938964844,19.399999618530273,,13.53964294198167,13.495373887170027,23.0,305.0,31.0,10.0,2008.0
