,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,57636,57636.0,57636.0,57636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57636.0,57636.0,57636.0,57636.0,57636.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,57636,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.34141540527344,1059636483.7289194,,,,,,,,,,,,,,,,8.708307307932543,211.92921090984802,15.864459712679576,7.469706433479075,2003.0
std,,0.0,0.0,9356251.756150473,,,,,,,,,,,,,,,,8.88104597295348,108.2891898826934,8.782603409920437,3.5362959739615736,0.0
min,,29.717599868774414,-95.34140014648438,1041379200.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,2003.0
25%,,29.717599868774414,-95.34140014648438,1051577025.0,,,,,,,,,,,,,,,,2.0,119.0,8.0,4.0,2003.0
50%,,29.717599868774414,-95.34140014648438,1061947650.0,,,,,,,,,,,,,,,,5.0,239.0,16.0,8.0,2003.0
75%,,29.717599868774414,-95.34140014648438,1067729700.0,,,,,,,,,,,,,,,,21.0,305.0,23.0,11.0,2003.0
max,,29.717599868774414,-95.34140014648438,1072914900.0,,,,,,,,,,,,,,,,23.0,365.0,31.0,12.0,2003.0
