,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,26272,26272.0,26272.0,26272.0,19396.0,26272.0,0.0,0.0,0.0,26272.0,0.0,0.0,0.0,26272.0,25920.0,25616.0,0.0,25616.0,25616.0,26272.0,26272.0,26272.0,26272.0,26272.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,26272,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759605407715,-95.3414077758789,1340044985.3646467,176.31712341308594,52.8336296081543,,,,54.02095413208008,,,,76.64602661132812,166.17356872558594,9.507274627685547,,-4.303129478373891,1.0229611545600645,13.959119975639464,170.17924025578563,16.870165956151034,6.04259287454324,2012.0
std,,0.0,0.0,7813524.609766293,39.89681625366211,17.17445182800293,,,,13.182536125183105,,,,9.088846206665039,81.84523010253906,4.766663074493408,,8.099654662597192,5.286240308519404,7.449662562982589,90.39859184408533,8.201364871254867,2.9713804868088216,0.0
min,,29.717599868774414,-95.34140014648438,1325447700.0,44.33100128173828,11.180999755859375,,,,40.000999450683594,,,,44.805999755859375,0.0,0.0,,-29.87289041167717,-22.28053622733668,0.0,1.0,1.0,1.0,2012.0
25%,,29.717599868774414,-95.34140014648438,1334136225.0,150.03549575805664,40.537750244140625,,,,44.36775016784668,,,,70.71975135803223,129.0,6.248000144958496,,-9.809092295730554,-2.396378981211286,7.0,102.0,10.0,4.0,2012.0
50%,,29.717599868774414,-95.34140014648438,1337787150.0,169.760498046875,52.78000068664551,,,,50.302499771118164,,,,77.68149948120117,171.0,9.102499961853027,,-5.244547606785793,0.9527166711859588,17.0,144.0,19.0,5.0,2012.0
75%,,29.717599868774414,-95.34140014648438,1348250775.0,195.90049362182617,65.31375312805176,,,,59.93449878692627,,,,82.92425346374512,206.0,12.311499834060669,,0.8655201318096017,4.53410236153622,20.0,265.0,24.0,9.0,2012.0
max,,29.717599868774414,-95.34140014648438,1356908400.0,599.0889892578125,93.54399871826172,,,,153.96200561523438,,,,102.5780029296875,359.0,34.57699966430664,,28.385031176477998,29.084946433839274,23.0,365.0,31.0,12.0,2012.0
